time(s) 	 Pos(mm) 	 Speed(mm/s) 	 u 	 Err
1.524958 	 1.022500 	 0.981562 	 0.402633 	 -0.217234
1.528958 	 1.025000 	 0.982279 	 0.404597 	 -0.215806
1.531950 	 1.027500 	 0.982456 	 0.405088 	 -0.217324
1.534906 	 1.030000 	 0.982808 	 0.406070 	 -0.217859
1.537910 	 1.032500 	 0.983330 	 0.407545 	 -0.217410
1.541911 	 1.035000 	 0.983503 	 0.408037 	 -0.218927
1.544910 	 1.037500 	 0.983845 	 0.409020 	 -0.219460
1.547903 	 1.040000 	 0.984185 	 0.410004 	 -0.219992
1.550927 	 1.042500 	 0.984688 	 0.411481 	 -0.219539
1.553973 	 1.045000 	 0.985019 	 0.412465 	 -0.220069
1.556945 	 1.047500 	 0.985347 	 0.413451 	 -0.220599
1.560958 	 1.050000 	 0.985672 	 0.414436 	 -0.221128
1.563951 	 1.052500 	 0.986152 	 0.415915 	 -0.220671
1.566959 	 1.055000 	 0.986469 	 0.416901 	 -0.221198
1.569947 	 1.057500 	 0.986626 	 0.417394 	 -0.222712
1.572955 	 1.060000 	 0.986937 	 0.418381 	 -0.223238
1.575907 	 1.062500 	 0.987398 	 0.419368 	 -0.223764
1.578905 	 1.065000 	 0.987550 	 0.420355 	 -0.224290
1.581902 	 1.067500 	 0.988001 	 0.421837 	 -0.223826
1.584950 	 1.070000 	 0.988444 	 0.423319 	 -0.223362
1.588902 	 1.072500 	 0.988589 	 0.423813 	 -0.224874
1.599901 	 1.075000 	 0.989022 	 0.425296 	 -0.224407
1.602901 	 1.077500 	 0.989165 	 0.425791 	 -0.225918
1.606939 	 1.080000 	 0.989587 	 0.427275 	 -0.225450
1.609901 	 1.082500 	 0.989726 	 0.427770 	 -0.226961
1.613898 	 1.085000 	 0.990138 	 0.429254 	 -0.226491
1.616923 	 1.087500 	 0.990675 	 0.431235 	 -0.225030
1.619933 	 1.090000 	 0.990938 	 0.432226 	 -0.225548
1.622931 	 1.092500 	 0.991068 	 0.432721 	 -0.227057
1.625931 	 1.095000 	 2.000000 	 0.433712 	 -0.227575
1.628897 	 1.097500 	 0.991580 	 0.434704 	 -0.228092
1.632933 	 1.100000 	 0.991955 	 0.436191 	 -0.227617
1.635931 	 1.102500 	 0.992078 	 0.436687 	 -0.229125
1.638931 	 1.105000 	 0.992322 	 0.437679 	 -0.229641
1.641930 	 1.107500 	 0.992562 	 0.438672 	 -0.230156
1.644930 	 1.110000 	 0.992915 	 0.440161 	 -0.229678
1.647896 	 1.112500 	 0.993030 	 0.440657 	 -0.231185
1.650930 	 1.115000 	 0.993259 	 0.441650 	 -0.231699
1.653925 	 1.117500 	 0.993596 	 0.443140 	 -0.232213
1.656933 	 1.120000 	 0.993706 	 0.443637 	 -0.232725
1.659895 	 1.122500 	 0.993924 	 0.444631 	 -0.233238
1.662895 	 1.125000 	 0.994032 	 0.445128 	 -0.234744
1.665924 	 1.127500 	 0.994349 	 0.446619 	 -0.234262
1.668929 	 1.130000 	 0.994556 	 0.447614 	 -0.234773
1.671949 	 1.132500 	 0.994759 	 0.448608 	 -0.235284
1.674949 	 1.135000 	 0.994959 	 0.449603 	 -0.235794
1.677937 	 1.137500 	 0.995154 	 0.450598 	 -0.236304
1.680927 	 1.140000 	 0.995346 	 0.451593 	 -0.236814
1.683965 	 1.142500 	 0.995534 	 0.452589 	 -0.237323
1.686949 	 1.145000 	 0.995719 	 0.453584 	 -0.237832
1.689893 	 1.147500 	 0.995988 	 0.455078 	 -0.237344
1.692925 	 1.150000 	 0.996163 	 0.456074 	 -0.237852
1.695898 	 1.152500 	 0.996334 	 0.457070 	 -0.238360
1.699926 	 1.155000 	 0.996418 	 0.457568 	 -0.239863
1.702951 	 1.157500 	 0.996584 	 0.458565 	 -0.240370
1.705922 	 1.160000 	 0.996745 	 0.459561 	 -0.240877
1.709947 	 1.162500 	 0.996981 	 0.461057 	 -0.240387
1.712902 	 1.165000 	 0.997133 	 0.462054 	 -0.240893
1.715920 	 1.167500 	 0.997281 	 0.463051 	 -0.241398
1.718946 	 1.170000 	 0.997425 	 0.464048 	 -0.241904
1.722934 	 1.172500 	 0.997702 	 0.466043 	 -0.240414
1.725934 	 1.175000 	 0.997769 	 0.466542 	 -0.241916
1.729947 	 1.177500 	 0.998026 	 0.468538 	 -0.240424
1.732892 	 1.180000 	 0.998088 	 0.469037 	 -0.241926
1.736958 	 1.182500 	 0.998268 	 0.470534 	 -0.241432
1.739934 	 1.185000 	 0.998326 	 0.471033 	 -0.242934
1.742944 	 1.187500 	 0.998383 	 0.471532 	 -0.244435
1.745936 	 1.190000 	 0.998494 	 0.472531 	 -0.244938
1.748951 	 1.192500 	 0.998602 	 0.473529 	 -0.245441
1.751920 	 1.195000 	 0.998705 	 0.474528 	 -0.245944
1.754967 	 1.197500 	 0.998804 	 0.475527 	 -0.246447
1.757943 	 1.200000 	 0.998852 	 0.476026 	 -0.247948
1.761933 	 1.202500 	 0.999035 	 0.478024 	 -0.246452
1.764978 	 1.205000 	 0.999121 	 0.479023 	 -0.247953
1.767945 	 1.207500 	 0.999162 	 0.479522 	 -0.248455
1.770943 	 1.210000 	 0.999242 	 0.480522 	 -0.248957
1.773931 	 1.212500 	 0.999354 	 0.482021 	 -0.248459
1.776942 	 1.215000 	 0.999389 	 0.482520 	 -0.249959
1.779942 	 1.217500 	 0.999457 	 0.483520 	 -0.250461
1.783942 	 1.220000 	 0.999551 	 0.485019 	 -0.249962
1.786941 	 1.222500 	 0.999581 	 0.485519 	 -0.251463
1.790931 	 1.225000 	 0.999663 	 0.487018 	 -0.250964
1.793893 	 1.227500 	 0.999689 	 0.487518 	 -0.252464
1.797894 	 1.230000 	 0.999759 	 0.489018 	 -0.251965
1.801893 	 1.232500 	 0.999801 	 0.490017 	 -0.252465
1.805940 	 1.235000 	 0.999856 	 0.491517 	 -0.251966
1.808940 	 1.237500 	 0.999888 	 0.492517 	 -0.252466
1.811940 	 1.240000 	 0.999916 	 0.493517 	 -0.252966
1.814890 	 1.242500 	 0.999940 	 0.494517 	 -0.253467
1.818944 	 1.245000 	 0.999960 	 0.495517 	 -0.253967
1.821929 	 1.247500 	 0.999976 	 0.496517 	 -0.254467
1.824942 	 1.250000 	 0.999992 	 0.498017 	 -0.253967
1.827940 	 1.252500 	 0.999998 	 0.499017 	 -0.254467
1.830941 	 1.255000 	 1.000000 	 0.500017 	 -0.254967
1.834939 	 1.257500 	 0.999998 	 0.501017 	 -0.255467
1.837939 	 1.260000 	 0.999992 	 0.502017 	 -0.255967
1.840939 	 1.262500 	 0.999975 	 0.503517 	 -0.255467
1.842938 	 1.265000 	 0.999975 	 0.503517 	 -0.255467
1.845888 	 1.267500 	 0.999959 	 0.504517 	 -0.258467
1.849944 	 1.270000 	 0.999939 	 0.505516 	 -0.258967
1.853927 	 1.272500 	 0.999915 	 0.506516 	 -0.259467
1.856926 	 1.275000 	 0.999902 	 0.507016 	 -0.260967
1.860937 	 1.277500 	 0.999837 	 0.509016 	 -0.259468
1.863883 	 1.280000 	 0.999819 	 0.509516 	 -0.260968
1.867937 	 1.282500 	 0.999735 	 0.511516 	 -0.259469
1.870926 	 1.285000 	 0.999711 	 0.512015 	 -0.260969
1.874885 	 1.287500 	 0.999635 	 0.513515 	 -0.260470
1.878937 	 1.290000 	 0.999579 	 0.514515 	 -0.260971
1.881887 	 1.292500 	 0.999549 	 0.515014 	 -0.262471
1.884886 	 1.295000 	 0.999519 	 0.515514 	 -0.263972
1.887925 	 1.297500 	 2.000000 	 0.516514 	 -0.264473
1.890883 	 1.300000 	 0.999387 	 0.517513 	 -0.264974
1.893886 	 1.302500 	 0.999278 	 0.519012 	 -0.264476
1.896882 	 1.305000 	 0.999200 	 0.520011 	 -0.264977
1.900886 	 1.307500 	 0.999118 	 0.521011 	 -0.265479
1.903888 	 1.310000 	 0.998988 	 0.522509 	 -0.264982
1.906884 	 1.312500 	 0.998943 	 0.523009 	 -0.266483
1.909927 	 1.315000 	 0.998897 	 0.523508 	 -0.267984
1.912883 	 1.317500 	 0.998801 	 0.524507 	 -0.268486
1.915927 	 1.320000 	 0.998650 	 0.526005 	 -0.267990
1.918928 	 1.322500 	 0.998598 	 0.526505 	 -0.269491
1.921928 	 1.325000 	 0.998491 	 0.527503 	 -0.269994
1.925926 	 1.327500 	 0.998379 	 0.528502 	 -0.270497
1.928926 	 1.330000 	 0.998205 	 0.529999 	 -0.270002
1.931926 	 1.332500 	 0.998145 	 0.530498 	 -0.271504
1.934927 	 1.335000 	 0.998022 	 0.531496 	 -0.272008
1.938913 	 1.337500 	 0.997830 	 0.532993 	 -0.271514
1.941924 	 1.340000 	 0.997764 	 0.533492 	 -0.273016
1.944925 	 1.342500 	 0.997629 	 0.534490 	 -0.273520
1.948880 	 1.345000 	 0.997491 	 0.535487 	 -0.274025
1.951925 	 1.347500 	 0.997348 	 0.536485 	 -0.274530
1.954935 	 1.350000 	 0.997202 	 0.537482 	 -0.275036
1.957916 	 1.352500 	 0.997052 	 0.538479 	 -0.275541
1.960916 	 1.355000 	 0.996819 	 0.539975 	 -0.275050
1.963890 	 1.357500 	 0.996740 	 0.540473 	 -0.276554
1.966916 	 1.360000 	 0.996578 	 0.541470 	 -0.277060
1.969877 	 1.362500 	 0.996496 	 0.541968 	 -0.278564
1.973914 	 1.365000 	 0.996413 	 0.542466 	 -0.280067
1.977875 	 1.367500 	 0.996157 	 0.543961 	 -0.279578
1.981876 	 1.370000 	 0.995893 	 0.545455 	 -0.279090
1.984877 	 1.372500 	 0.995803 	 0.545953 	 -0.280594
1.987875 	 1.375000 	 0.995528 	 0.547447 	 -0.280107
1.990874 	 1.377500 	 0.995340 	 0.548442 	 -0.280616
1.994874 	 1.380000 	 0.995244 	 0.548940 	 -0.282121
1.997874 	 1.382500 	 0.994952 	 0.550432 	 -0.281635
2.000875 	 1.385000 	 0.994651 	 0.551925 	 -0.281151
2.004913 	 1.387500 	 0.994342 	 0.553417 	 -0.280667
2.007912 	 1.390000 	 0.994131 	 0.554411 	 -0.281178
2.011906 	 1.392500 	 0.994024 	 0.554908 	 -0.282684
2.014875 	 1.395000 	 0.993808 	 0.555902 	 -0.283196
2.017874 	 1.397500 	 0.993588 	 0.556896 	 -0.283709
2.020874 	 1.400000 	 0.993251 	 0.558386 	 -0.283228
2.024874 	 1.402500 	 0.992906 	 0.559876 	 -0.282749
2.027909 	 1.405000 	 0.992671 	 0.560868 	 -0.283263
2.030878 	 1.407500 	 0.992553 	 0.561365 	 -0.284771
2.033873 	 1.410000 	 0.992313 	 0.562357 	 -0.285286
2.037873 	 1.412500 	 0.991946 	 0.563845 	 -0.284809
2.040873 	 1.415000 	 0.991697 	 0.564837 	 -0.285325
2.043874 	 1.417500 	 0.991188 	 0.566820 	 -0.283859
2.046873 	 1.420000 	 0.991058 	 0.567316 	 -0.285368
2.049873 	 1.422500 	 0.990797 	 0.568307 	 -0.285886
2.052873 	 1.425000 	 0.990665 	 0.568802 	 -0.287395
2.055872 	 1.427500 	 0.990398 	 0.569793 	 -0.287914
2.058873 	 1.430000 	 0.990263 	 0.570288 	 -0.289424
2.061873 	 1.432500 	 0.989991 	 0.571278 	 -0.289943
2.064873 	 1.435000 	 0.989576 	 0.572763 	 -0.289474
2.067869 	 1.437500 	 0.989436 	 0.573258 	 -0.290984
2.071870 	 1.440000 	 0.989154 	 0.574247 	 -0.291505
2.074869 	 1.442500 	 0.989011 	 0.574742 	 -0.293016
2.078870 	 1.445000 	 0.988723 	 0.575731 	 -0.293538
2.081870 	 1.447500 	 0.988285 	 0.577214 	 -0.293073
2.084909 	 1.450000 	 0.987989 	 0.578202 	 -0.293596
2.087907 	 1.452500 	 0.987689 	 0.579190 	 -0.294120
2.090908 	 1.455000 	 0.987386 	 0.580177 	 -0.294645
2.093906 	 1.457500 	 0.987079 	 0.581165 	 -0.295171
2.096867 	 1.460000 	 0.986769 	 0.582152 	 -0.295697
2.099869 	 1.462500 	 0.986456 	 0.583138 	 -0.296223
2.103906 	 1.465000 	 0.986298 	 0.583632 	 -0.297737
2.106904 	 1.467500 	 0.985980 	 0.584618 	 -0.298264
2.110905 	 1.470000 	 0.985496 	 0.586097 	 -0.297807
2.113868 	 1.472500 	 0.985005 	 0.587575 	 -0.297351
2.117868 	 1.475000 	 0.984674 	 0.588560 	 -0.297881
2.121867 	 1.477500 	 0.984002 	 0.590528 	 -0.296443
2.124905 	 1.480000 	 0.983831 	 0.591020 	 -0.297959
2.128906 	 1.482500 	 0.983316 	 0.592496 	 -0.297508
2.132865 	 1.485000 	 0.982969 	 0.593479 	 -0.298042
2.135903 	 1.487500 	 0.982264 	 0.595445 	 -0.296611
2.138907 	 1.490000 	 0.982086 	 0.595936 	 -0.298129
2.141905 	 1.492500 	 0.981727 	 0.596918 	 -0.298665
2.144904 	 1.495000 	 0.981366 	 0.597899 	 -0.299201
2.147866 	 1.497500 	 0.981001 	 0.598881 	 -0.299739
2.150903 	 1.500000 	 0.980448 	 0.600352 	 -0.299296
2.154865 	 1.502500 	 0.980262 	 0.600842 	 -0.300816
2.157863 	 1.505000 	 0.979888 	 0.601822 	 -0.301356
2.160901 	 1.507500 	 0.979511 	 0.602802 	 -0.301896
2.163864 	 1.510000 	 0.979131 	 0.603781 	 -0.302437
2.166864 	 1.512500 	 0.978940 	 0.604271 	 -0.303958
2.169863 	 1.515000 	 0.978362 	 0.605739 	 -0.303522
2.172863 	 1.517500 	 0.977973 	 0.606717 	 -0.304065
2.175903 	 1.520000 	 0.977581 	 0.607695 	 -0.304610
2.178863 	 1.522500 	 0.977186 	 0.608673 	 -0.305155
2.181865 	 1.525000 	 0.976588 	 0.610138 	 -0.304724
2.184902 	 1.527500 	 2.000000 	 0.610626 	 -0.306247
2.187899 	 1.530000 	 0.975983 	 0.611603 	 -0.306795
2.190901 	 1.532500 	 0.975373 	 0.613066 	 -0.306367
2.193900 	 1.535000 	 0.974962 	 0.614042 	 -0.306917
2.196862 	 1.537500 	 0.974548 	 0.615017 	 -0.307467
2.199861 	 1.540000 	 2.000000 	 0.615991 	 -0.308992
2.203917 	 1.542500 	 0.973502 	 0.617452 	 -0.307596
2.206899 	 1.545000 	 0.973290 	 0.617939 	 -0.309123
2.209898 	 1.547500 	 0.972866 	 0.618912 	 -0.309676
2.213861 	 1.550000 	 0.972438 	 0.619885 	 -0.310231
2.216860 	 1.552500 	 0.971792 	 0.621343 	 -0.309814
2.220862 	 1.555000 	 0.971139 	 0.622800 	 -0.309399
2.223900 	 1.557500 	 0.970481 	 0.624257 	 -0.308987
2.226897 	 1.560000 	 0.970039 	 0.625227 	 -0.309546
2.230897 	 1.562500 	 0.969370 	 0.626682 	 -0.309137
2.233862 	 1.565000 	 0.968922 	 0.627651 	 -0.309698
2.236859 	 1.567500 	 0.968696 	 0.628135 	 -0.311229
2.240897 	 1.570000 	 0.968016 	 0.629588 	 -0.310824
2.243858 	 1.572500 	 0.967560 	 0.630556 	 -0.311388
2.247860 	 1.575000 	 0.967331 	 0.631040 	 -0.312920
2.250861 	 1.577500 	 0.966639 	 0.632490 	 -0.312519
2.253858 	 1.580000 	 0.966408 	 0.632974 	 -0.314052
2.256861 	 1.582500 	 0.966175 	 0.633457 	 -0.315586
2.259860 	 1.585000 	 0.965709 	 0.634423 	 -0.316154
2.262859 	 1.587500 	 0.965240 	 0.635389 	 -0.316723
2.265859 	 1.590000 	 0.964769 	 0.636354 	 -0.317292
2.268859 	 1.592500 	 0.964295 	 0.637318 	 -0.317863
2.270859 	 1.595000 	 0.963819 	 0.638283 	 -0.319399
2.274915 	 1.597500 	 0.963340 	 0.639246 	 -0.319007
2.277856 	 1.600000 	 0.962859 	 0.640210 	 -0.319581
2.280869 	 1.602500 	 0.962376 	 0.641172 	 -0.320155
2.284896 	 1.605000 	 0.961890 	 0.642135 	 -0.320731
2.287871 	 1.607500 	 0.961647 	 0.642615 	 -0.322269
2.290894 	 1.610000 	 0.961402 	 0.643096 	 -0.323807
2.293894 	 1.612500 	 0.960912 	 0.644058 	 -0.324385
2.296855 	 1.615000 	 0.960173 	 0.645499 	 -0.324003
2.299894 	 1.617500 	 0.959677 	 0.646459 	 -0.324583
2.302893 	 1.620000 	 0.958929 	 0.647898 	 -0.324204
2.305906 	 1.622500 	 0.958678 	 0.648377 	 -0.325746
2.308893 	 1.625000 	 0.957924 	 0.649815 	 -0.325370
2.311893 	 1.627500 	 0.957671 	 0.650294 	 -0.326912
2.314854 	 1.630000 	 0.957164 	 0.651251 	 -0.327497
2.317891 	 1.632500 	 0.956655 	 0.652208 	 -0.328083
2.320855 	 1.635000 	 0.956144 	 0.653165 	 -0.328670
2.323893 	 1.637500 	 0.955374 	 0.654599 	 -0.328302
2.326890 	 1.640000 	 0.954858 	 0.655554 	 -0.328892
2.330891 	 1.642500 	 0.954079 	 0.656986 	 -0.328528
2.333855 	 1.645000 	 0.953819 	 0.657463 	 -0.330074
2.337854 	 1.647500 	 0.953035 	 0.658893 	 -0.329713
2.341854 	 1.650000 	 0.951982 	 0.660799 	 -0.328403
2.344907 	 1.652500 	 0.951717 	 0.661275 	 -0.329951
2.347853 	 1.655000 	 0.951187 	 0.662226 	 -0.330548
2.350890 	 1.657500 	 0.950921 	 0.662702 	 -0.332097
2.354889 	 1.660000 	 0.950121 	 0.664128 	 -0.331745
2.358888 	 1.662500 	 0.949047 	 0.666027 	 -0.330446
2.362852 	 1.665000 	 0.948777 	 0.666502 	 -0.331997
2.366888 	 1.667500 	 0.947965 	 0.667924 	 -0.331651
2.370853 	 1.670000 	 0.947150 	 0.669346 	 -0.331308
2.373890 	 1.672500 	 0.946330 	 0.670766 	 -0.330967
2.377891 	 1.675000 	 0.945781 	 0.671713 	 -0.331575
2.380850 	 1.677500 	 0.945506 	 0.672185 	 -0.333129
2.383849 	 1.680000 	 0.944955 	 0.673131 	 -0.333738
2.386850 	 1.682500 	 0.944678 	 0.673603 	 -0.335294
2.389850 	 1.685000 	 0.944124 	 0.674548 	 -0.335904
2.392849 	 1.687500 	 0.943290 	 0.675964 	 -0.335573
2.395849 	 1.690000 	 0.943011 	 0.676435 	 -0.337130
2.399850 	 1.692500 	 0.941892 	 0.678320 	 -0.335859
2.402905 	 1.695000 	 0.941611 	 0.678791 	 -0.337417
2.405848 	 1.697500 	 0.941048 	 0.679733 	 -0.338034
2.408887 	 1.700000 	 0.940483 	 0.680674 	 -0.338653
2.411886 	 1.702500 	 0.939633 	 0.682084 	 -0.338332
2.414849 	 1.705000 	 0.939349 	 0.682554 	 -0.339892
2.417849 	 1.707500 	 0.938779 	 0.683493 	 -0.340514
2.420847 	 1.710000 	 0.938208 	 0.684432 	 -0.341137
2.424847 	 1.712500 	 0.937349 	 0.685839 	 -0.340823
2.427896 	 1.715000 	 0.937062 	 0.686307 	 -0.342386
2.430885 	 1.717500 	 0.936487 	 0.687244 	 -0.343012
2.433848 	 1.720000 	 0.935910 	 0.688180 	 -0.343639
2.437885 	 1.722500 	 0.935042 	 0.689584 	 -0.343332
2.440848 	 1.725000 	 0.934752 	 0.690051 	 -0.344897
2.443884 	 1.727500 	 0.934461 	 0.690519 	 -0.346462
2.446846 	 1.730000 	 0.933588 	 0.691920 	 -0.346160
2.449885 	 1.732500 	 0.933004 	 0.692854 	 -0.346793
2.452885 	 1.735000 	 2.000000 	 0.693786 	 -0.347427
2.456884 	 1.737500 	 0.931538 	 0.695185 	 -0.348063
2.459884 	 1.740000 	 0.931244 	 0.695650 	 -0.348699
2.462890 	 1.742500 	 0.930655 	 0.696581 	 -0.349337
2.465844 	 1.745000 	 0.930064 	 0.697512 	 -0.349976
2.468884 	 1.747500 	 0.929472 	 0.698442 	 -0.350616
2.471884 	 1.750000 	 0.928582 	 0.699836 	 -0.350329
2.474883 	 1.752500 	 0.928285 	 0.700300 	 -0.351900
2.477881 	 1.755000 	 0.927689 	 0.701228 	 -0.352544
2.481846 	 1.757500 	 0.926793 	 0.702619 	 -0.352262
2.484881 	 1.760000 	 0.926494 	 0.703083 	 -0.353835
2.488882 	 1.762500 	 0.925294 	 0.704935 	 -0.352631
2.491880 	 1.765000 	 0.924994 	 0.705397 	 -0.354206
2.495842 	 1.767500 	 0.924392 	 0.706322 	 -0.354856
2.499842 	 1.770000 	 0.923486 	 0.707708 	 -0.354584
2.502882 	 1.772500 	 0.922881 	 0.708632 	 -0.355237
2.505882 	 1.775000 	 0.922275 	 0.709554 	 -0.355891
2.508882 	 1.777500 	 0.921364 	 0.710937 	 -0.355626
2.511880 	 1.780000 	 0.921060 	 0.711398 	 -0.357204
2.514843 	 1.782500 	 2.000000 	 0.712319 	 -0.357862
2.517845 	 1.785000 	 0.919535 	 0.713699 	 -0.357602
2.520843 	 1.787500 	 0.919229 	 0.714159 	 -0.359182
2.523844 	 1.790000 	 0.918617 	 0.715078 	 -0.359844
2.527880 	 1.792500 	 0.918004 	 0.715996 	 -0.360507
2.530841 	 1.795000 	 0.917390 	 0.716914 	 -0.361172
2.533880 	 1.797500 	 0.916775 	 0.717831 	 -0.361837
2.537845 	 1.800000 	 0.916159 	 0.718748 	 -0.362504
2.540843 	 1.802500 	 0.915233 	 0.720122 	 -0.362256
2.543842 	 1.805000 	 0.914924 	 0.720579 	 -0.363841
2.546840 	 1.807500 	 0.914305 	 0.721494 	 -0.364512
2.550876 	 1.810000 	 0.913375 	 0.722865 	 -0.364270
2.554876 	 1.812500 	 0.912132 	 0.724691 	 -0.363118
2.557877 	 1.815000 	 0.911821 	 0.725147 	 -0.364706
2.560853 	 1.817500 	 0.910886 	 0.726514 	 -0.364471
2.563876 	 1.820000 	 0.910574 	 0.726970 	 -0.366060
2.566840 	 1.822500 	 0.909637 	 0.728335 	 -0.365830
2.569879 	 1.825000 	 0.909324 	 0.728790 	 -0.367420
2.572875 	 1.827500 	 0.908698 	 0.729699 	 -0.368102
2.575875 	 1.830000 	 0.908385 	 0.730154 	 -0.369693
2.578876 	 1.832500 	 0.907757 	 0.731062 	 -0.370376
2.581877 	 1.835000 	 0.907129 	 0.731969 	 -0.371061
2.584875 	 1.837500 	 0.906500 	 0.732876 	 -0.371747
2.587838 	 1.840000 	 0.905556 	 0.734236 	 -0.371529
2.590839 	 1.842500 	 0.904925 	 0.735141 	 -0.372218
2.593838 	 1.845000 	 0.904294 	 0.736046 	 -0.372908
2.596837 	 1.847500 	 0.903978 	 0.736498 	 -0.374504
2.599873 	 1.850000 	 0.903346 	 0.737402 	 -0.375196
2.602874 	 1.852500 	 0.902714 	 0.738305 	 -0.375890
2.606875 	 1.855000 	 0.902080 	 0.739207 	 -0.376585
2.609859 	 1.857500 	 0.901129 	 0.740560 	 -0.376380
2.614837 	 1.860000 	 0.900494 	 0.741461 	 -0.377078
2.618874 	 1.862500 	 0.899541 	 0.742811 	 -0.376877
2.622876 	 1.865000 	 0.898904 	 0.743711 	 -0.377578
2.626836 	 1.867500 	 0.898267 	 0.744610 	 -0.378281
2.629836 	 1.870000 	 0.897311 	 0.745956 	 -0.378087
2.632834 	 1.872500 	 0.896992 	 0.746405 	 -0.379690
2.636834 	 1.875000 	 2.000000 	 0.747302 	 -0.380396
2.639835 	 1.877500 	 0.895715 	 0.748198 	 -0.381104
2.642871 	 1.880000 	 0.894755 	 0.749541 	 -0.380918
2.645833 	 1.882500 	 0.894115 	 0.750436 	 -0.381628
2.649833 	 1.885000 	 0.893475 	 0.751330 	 -0.382340
2.652872 	 1.887500 	 0.892192 	 0.753116 	 -0.381269
2.655852 	 1.890000 	 0.891871 	 0.753562 	 -0.382876
2.658834 	 1.892500 	 0.891229 	 0.754454 	 -0.383593
2.661834 	 1.895000 	 0.890587 	 0.755345 	 -0.384311
2.664834 	 1.897500 	 0.889622 	 0.756680 	 -0.384140
2.667870 	 1.900000 	 0.888979 	 0.757569 	 -0.384861
2.671834 	 1.902500 	 0.888013 	 0.758902 	 -0.384695
2.674834 	 1.905000 	 2.000000 	 0.759346 	 -0.386307
2.678834 	 1.907500 	 0.886402 	 0.760678 	 -0.386145
2.681831 	 1.910000 	 0.886080 	 0.761564 	 -0.386872
2.684870 	 1.912500 	 0.885434 	 0.762450 	 -0.387600
2.687870 	 1.915000 	 0.885112 	 0.762893 	 -0.389215
2.690830 	 1.917500 	 0.884466 	 0.763778 	 -0.389945
2.694830 	 1.920000 	 0.883820 	 0.764662 	 -0.390676
2.698871 	 1.922500 	 0.882851 	 0.765546 	 -0.391409
2.701869 	 1.925000 	 0.882527 	 0.766429 	 -0.392143
2.704870 	 1.927500 	 0.882204 	 0.766870 	 -0.393760
2.707867 	 1.930000 	 0.881557 	 0.767752 	 -0.394496
2.711831 	 1.932500 	 0.880586 	 0.769074 	 -0.394352
2.714869 	 1.935000 	 0.880263 	 0.769514 	 -0.395972
2.717868 	 1.937500 	 0.879615 	 0.770394 	 -0.396712
2.721828 	 1.940000 	 0.878968 	 0.771274 	 -0.397453
2.724867 	 1.942500 	 0.878320 	 0.772152 	 -0.398195
2.727869 	 1.945000 	 0.877672 	 0.773031 	 -0.398939
2.730829 	 1.947500 	 0.877023 	 0.773908 	 -0.399684
2.733867 	 1.950000 	 0.876051 	 0.775223 	 -0.399554
2.737832 	 1.952500 	 0.875078 	 0.776537 	 -0.399426
2.741866 	 1.955000 	 0.874104 	 0.777849 	 -0.399302
2.744829 	 1.957500 	 0.873455 	 0.778723 	 -0.400054
2.747827 	 1.960000 	 0.872806 	 0.779596 	 -0.400808
2.750867 	 1.962500 	 0.871833 	 0.780905 	 -0.400690
2.753844 	 1.965000 	 0.871183 	 0.781777 	 -0.401447
2.757866 	 1.967500 	 0.870534 	 0.782648 	 -0.402205
2.760826 	 1.970000 	 0.869884 	 0.783518 	 -0.402964
2.763869 	 1.972500 	 0.869235 	 0.784388 	 -0.403725
2.766863 	 1.975000 	 0.868585 	 0.785257 	 -0.404487
2.769828 	 1.977500 	 0.868261 	 0.785691 	 -0.406118
2.772865 	 1.980000 	 0.867611 	 0.786559 	 -0.406882
2.775865 	 1.982500 	 0.866961 	 0.787427 	 -0.407647
2.778862 	 1.985000 	 0.866312 	 0.788293 	 -0.408413
2.781828 	 1.987500 	 0.865662 	 0.789159 	 -0.409181
2.784864 	 1.990000 	 0.864363 	 0.790890 	 -0.408220
2.787863 	 1.992500 	 0.864038 	 0.791322 	 -0.409856
2.790825 	 1.995000 	 0.863713 	 0.791754 	 -0.411492
2.794862 	 1.997500 	 0.863064 	 0.792618 	 -0.412265
2.797825 	 2.000000 	 0.862414 	 0.793480 	 -0.413039
2.800826 	 2.002500 	 0.862089 	 0.793912 	 -0.414677
2.803825 	 2.005000 	 0.861440 	 0.794774 	 -0.415453
2.806825 	 2.007500 	 0.860466 	 0.796065 	 -0.415369
2.809825 	 2.010000 	 0.859817 	 0.796926 	 -0.416149
2.812826 	 2.012500 	 0.859492 	 0.797356 	 -0.417789
2.815824 	 2.015000 	 0.858843 	 0.798215 	 -0.418570
2.818826 	 2.017500 	 0.858518 	 0.798644 	 -0.420211
2.821826 	 2.020000 	 0.857545 	 0.799932 	 -0.420137
2.824824 	 2.022500 	 0.857220 	 0.800360 	 -0.421779
2.827825 	 2.025000 	 2.000000 	 0.801217 	 -0.423422
2.830824 	 2.027500 	 0.856247 	 0.801646 	 -0.424209
2.834824 	 2.030000 	 0.855274 	 0.802930 	 -0.424141
2.837823 	 2.032500 	 0.854950 	 0.803357 	 -0.425786
2.840821 	 2.035000 	 0.854302 	 0.804212 	 -0.426576
2.844821 	 2.037500 	 0.853329 	 0.805493 	 -0.426514
2.848822 	 2.040000 	 0.852681 	 0.806346 	 -0.427308
2.852820 	 2.042500 	 0.851386 	 0.807625 	 -0.427251
2.856820 	 2.045000 	 0.850739 	 0.808902 	 -0.427197
