time(s) 	 Pos(mm) 	 Speed(mm/s) 	 u 	 Err
0.760953 	 0.442500 	 0.841130 	 0.178508 	 -0.085484
0.764956 	 0.445000 	 0.841774 	 0.179349 	 -0.086301
0.767955 	 0.447500 	 0.842418 	 0.180191 	 -0.087117
0.770952 	 0.450000 	 0.843062 	 0.181034 	 -0.087932
0.773952 	 0.452500 	 0.843707 	 0.181877 	 -0.088746
0.776953 	 0.455000 	 0.844674 	 0.183143 	 -0.088714
0.780950 	 0.457500 	 0.845319 	 0.183988 	 -0.089524
0.783954 	 0.460000 	 0.846287 	 0.185256 	 -0.089487
0.786951 	 0.462500 	 0.846610 	 0.185680 	 -0.091141
0.789951 	 0.465000 	 0.847256 	 0.186526 	 -0.091947
0.792955 	 0.467500 	 0.848225 	 0.187798 	 -0.091904
0.795951 	 0.470000 	 0.848872 	 0.188646 	 -0.092708
0.798950 	 0.472500 	 0.849518 	 0.189495 	 -0.093510
0.800950 	 0.475000 	 0.849842 	 0.189920 	 -0.095160
0.804950 	 0.477500 	 0.850812 	 0.191195 	 -0.095110
0.807950 	 0.480000 	 0.851459 	 0.192046 	 -0.095908
0.810949 	 0.482500 	 0.851783 	 0.192472 	 -0.097556
0.813949 	 0.485000 	 0.852754 	 0.193750 	 -0.097500
0.817949 	 0.487500 	 0.853402 	 0.194603 	 -0.098294
0.821950 	 0.490000 	 0.854374 	 0.195884 	 -0.098233
0.824950 	 0.492500 	 0.855022 	 0.196738 	 -0.099024
0.827947 	 0.495000 	 0.855346 	 0.197166 	 -0.100669
0.831949 	 0.497500 	 0.855670 	 0.197593 	 -0.102313
0.834950 	 0.500000 	 0.856319 	 0.198449 	 -0.103102
0.837948 	 0.502500 	 0.856967 	 0.199306 	 -0.103889
0.840950 	 0.505000 	 0.858265 	 0.201021 	 -0.102959
0.843948 	 0.507500 	 0.858589 	 0.201450 	 -0.104601
0.846946 	 0.510000 	 0.859563 	 0.202738 	 -0.104524
0.849947 	 0.512500 	 0.859887 	 0.203168 	 -0.106164
0.853949 	 0.515000 	 0.860861 	 0.204458 	 -0.106084
0.856949 	 0.517500 	 0.861834 	 0.205750 	 -0.106000
0.859946 	 0.520000 	 0.862159 	 0.206181 	 -0.107638
0.863946 	 0.522500 	 0.863133 	 0.207475 	 -0.107551
0.866948 	 0.525000 	 0.864107 	 0.208770 	 -0.107461
0.869949 	 0.527500 	 0.864432 	 0.209202 	 -0.109096
0.872946 	 0.530000 	 0.865081 	 0.210066 	 -0.109867
0.875947 	 0.532500 	 0.865406 	 0.210499 	 -0.111502
0.878948 	 0.535000 	 0.866055 	 0.211364 	 -0.112271
0.881946 	 0.537500 	 0.866705 	 0.212231 	 -0.113039
0.885945 	 0.540000 	 0.867354 	 0.213098 	 -0.113805
0.888946 	 0.542500 	 0.868003 	 0.213965 	 -0.114570
0.891945 	 0.545000 	 0.868653 	 0.214833 	 -0.115334
0.894945 	 0.547500 	 0.869302 	 0.215702 	 -0.116096
0.897944 	 0.550000 	 0.869951 	 0.216572 	 -0.116857
0.900944 	 0.552500 	 0.870276 	 0.217006 	 -0.118487
0.903943 	 0.555000 	 0.870925 	 0.217877 	 -0.119246
0.906945 	 0.557500 	 0.871899 	 0.219184 	 -0.119132
0.909946 	 0.560000 	 0.872548 	 0.220056 	 -0.119888
0.912941 	 0.562500 	 0.872872 	 0.220492 	 -0.121516
0.916941 	 0.565000 	 0.873521 	 0.221365 	 -0.122270
0.919942 	 0.567500 	 0.874170 	 0.222239 	 -0.123022
0.922944 	 0.570000 	 0.875143 	 0.223551 	 -0.122899
0.925941 	 0.572500 	 0.875467 	 0.223988 	 -0.124524
0.929941 	 0.575000 	 0.876115 	 0.224864 	 -0.125272
0.933940 	 0.577500 	 0.876763 	 0.225740 	 -0.126020
0.937943 	 0.580000 	 0.877735 	 0.227056 	 -0.125889
0.941942 	 0.582500 	 0.878383 	 0.227934 	 -0.126633
0.945940 	 0.585000 	 0.878707 	 0.228373 	 -0.128254
0.948943 	 0.587500 	 0.879678 	 0.229691 	 -0.128117
0.951940 	 0.590000 	 0.880002 	 0.230131 	 -0.129738
0.954940 	 0.592500 	 0.880649 	 0.231011 	 -0.130477
0.958943 	 0.595000 	 0.881619 	 0.232333 	 -0.130334
0.961940 	 0.597500 	 0.881943 	 0.232774 	 -0.131953
0.964939 	 0.600000 	 0.882589 	 0.233656 	 -0.132689
0.967941 	 0.602500 	 0.883558 	 0.234980 	 -0.132540
0.970938 	 0.605000 	 0.884204 	 0.235864 	 -0.133272
0.974939 	 0.607500 	 0.885172 	 0.237191 	 -0.133119
0.977941 	 0.610000 	 0.885817 	 0.238076 	 -0.133848
0.980938 	 0.612500 	 0.886462 	 0.238962 	 -0.134576
0.984937 	 0.615000 	 0.887429 	 0.240292 	 -0.134416
0.988938 	 0.617500 	 0.888073 	 0.241180 	 -0.135141
0.992938 	 0.620000 	 0.889038 	 0.242512 	 -0.134975
0.995940 	 0.622500 	 0.889681 	 0.243401 	 -0.135697
0.998936 	 0.625000 	 0.890645 	 0.244736 	 -0.135527
1.001936 	 0.627500 	 0.890967 	 0.245182 	 -0.137136
1.005936 	 0.630000 	 0.891929 	 0.246519 	 -0.136963
1.009939 	 0.632500 	 0.892891 	 0.247857 	 -0.136786
1.012936 	 0.635000 	 0.893532 	 0.248750 	 -0.137500
1.015938 	 0.637500 	 0.894172 	 0.249644 	 -0.138212
1.018937 	 0.640000 	 0.894812 	 0.250538 	 -0.138924
1.021938 	 0.642500 	 0.895451 	 0.251433 	 -0.139634
1.024938 	 0.645000 	 0.895771 	 0.251881 	 -0.141238
1.027938 	 0.647500 	 0.896729 	 0.253225 	 -0.141050
1.030936 	 0.650000 	 0.897367 	 0.254122 	 -0.141756
1.034935 	 0.652500 	 0.898004 	 0.255019 	 -0.142461
1.037935 	 0.655000 	 0.898323 	 0.255468 	 -0.144063
1.040935 	 0.657500 	 0.898959 	 0.256367 	 -0.144766
1.043934 	 0.660000 	 0.899595 	 0.257266 	 -0.145468
1.046938 	 0.662500 	 0.900231 	 0.258166 	 -0.146168
1.049935 	 0.665000 	 0.901183 	 0.259066 	 -0.145967
1.053932 	 0.667500 	 0.902134 	 0.260869 	 -0.145762
1.056934 	 0.670000 	 0.902450 	 0.261320 	 -0.147360
1.060933 	 0.672500 	 0.903399 	 0.262674 	 -0.147152
1.063933 	 0.675000 	 0.904031 	 0.263578 	 -0.147845
1.067934 	 0.677500 	 0.904978 	 0.264934 	 -0.147632
1.071932 	 0.680000 	 0.905293 	 0.265387 	 -0.149227
1.075934 	 0.682500 	 0.905923 	 0.266292 	 -0.149916
1.079934 	 0.685000 	 0.906552 	 0.267198 	 -0.150604
1.083932 	 0.687500 	 0.907181 	 0.268105 	 -0.151290
1.086935 	 0.690000 	 0.908122 	 0.269466 	 -0.151068
1.089930 	 0.692500 	 0.908435 	 0.269920 	 -0.152660
1.093931 	 0.695000 	 0.909062 	 0.270829 	 -0.153342
1.096934 	 0.697500 	 0.909687 	 0.271738 	 -0.154024
1.099932 	 0.700000 	 0.910312 	 0.272648 	 -0.154704
1.102930 	 0.702500 	 0.910936 	 0.273558 	 -0.155383
1.106929 	 0.705000 	 0.912182 	 0.275381 	 -0.154238
1.110929 	 0.707500 	 0.912803 	 0.276293 	 -0.154913
1.113930 	 0.710000 	 0.913113 	 0.276750 	 -0.156500
1.116928 	 0.712500 	 0.913424 	 0.277206 	 -0.158087
1.119932 	 0.715000 	 0.914663 	 0.279034 	 -0.156932
1.122930 	 0.717500 	 0.914972 	 0.279492 	 -0.158517
1.125928 	 0.720000 	 0.915589 	 0.280407 	 -0.159187
1.128932 	 0.722500 	 0.916206 	 0.281322 	 -0.159855
1.131930 	 0.725000 	 0.916514 	 0.281780 	 -0.161439
1.135927 	 0.727500 	 0.917437 	 0.283156 	 -0.161189
1.139929 	 0.730000 	 0.918357 	 0.284532 	 -0.160935
1.142931 	 0.732500 	 0.918664 	 0.284992 	 -0.162517
1.145928 	 0.735000 	 0.919275 	 0.285910 	 -0.163179
1.149928 	 0.737500 	 0.920496 	 0.287750 	 -0.162000
1.153928 	 0.740000 	 0.921105 	 0.288670 	 -0.162659
1.157928 	 0.742500 	 0.921713 	 0.289131 	 -0.163317
1.161926 	 0.745000 	 0.922320 	 0.290514 	 -0.163973
1.164926 	 0.747500 	 0.922926 	 0.291436 	 -0.164628
1.167929 	 0.750000 	 0.923832 	 0.292821 	 -0.164358
1.170928 	 0.752500 	 0.924134 	 0.293283 	 -0.165934
1.174925 	 0.755000 	 0.925037 	 0.294669 	 -0.165661
1.177930 	 0.757500 	 0.925638 	 0.295595 	 -0.166311
1.180924 	 0.760000 	 0.926237 	 0.296520 	 -0.166959
1.183929 	 0.762500 	 0.926836 	 0.297447 	 -0.168533
1.186931 	 0.765000 	 0.927134 	 0.297910 	 -0.169180
1.189925 	 0.767500 	 0.927731 	 0.298838 	 -0.169825
1.193930 	 0.770000 	 0.928624 	 0.300230 	 -0.169541
1.196925 	 0.772500 	 0.928921 	 0.300694 	 -0.171112
1.199929 	 0.775000 	 0.929217 	 0.301158 	 -0.172683
1.202927 	 0.777500 	 0.929809 	 0.302088 	 -0.173325
1.205926 	 0.780000 	 0.930105 	 0.302553 	 -0.174895
1.208929 	 0.782500 	 0.931284 	 0.304414 	 -0.173673
1.211926 	 0.785000 	 0.931578 	 0.304879 	 -0.175241
1.215929 	 0.787500 	 0.932459 	 0.305811 	 -0.175878
1.218927 	 0.790000 	 0.933044 	 0.307210 	 -0.175581
1.221927 	 0.792500 	 0.933627 	 0.308143 	 -0.176214
1.225923 	 0.795000 	 0.934210 	 0.309077 	 -0.176847
1.229961 	 0.797500 	 0.935080 	 0.310478 	 -0.176543
1.232954 	 0.800000 	 0.935659 	 0.311414 	 -0.177173
1.235954 	 0.802500 	 0.935948 	 0.312349 	 -0.178737
1.238950 	 0.805000 	 0.936525 	 0.312818 	 -0.179365
1.241950 	 0.807500 	 0.937100 	 0.313754 	 -0.179991
1.244949 	 0.810000 	 0.937673 	 0.314692 	 -0.180617
1.248950 	 0.812500 	 0.938246 	 0.315629 	 -0.181241
1.251951 	 0.815000 	 0.939385 	 0.317507 	 -0.179987
1.255950 	 0.817500 	 0.939953 	 0.318446 	 -0.181547
1.258950 	 0.820000 	 0.940519 	 0.319386 	 -0.181227
1.261954 	 0.822500 	 0.941083 	 0.320327 	 -0.181846
1.264925 	 0.825000 	 0.941365 	 0.320797 	 -0.183405
1.268920 	 0.827500 	 0.941927 	 0.321739 	 -0.184022
1.272950 	 0.830000 	 0.942767 	 0.323152 	 -0.183695
1.275949 	 0.832500 	 0.943325 	 0.324095 	 -0.184310
1.279923 	 0.835000 	 0.943881 	 0.325039 	 -0.184923
1.282972 	 0.837500 	 0.944436 	 0.325983 	 -0.185535
1.285919 	 0.840000 	 0.944989 	 0.326927 	 -0.186145
1.288940 	 0.842500 	 0.945815 	 0.328345 	 -0.185810
1.292959 	 0.845000 	 0.946363 	 0.329291 	 -0.186418
1.296919 	 0.847500 	 0.947183 	 0.330711 	 -0.186078
1.299935 	 0.850000 	 0.947998 	 0.332132 	 -0.185735
1.302966 	 0.852500 	 0.948269 	 0.332606 	 -0.187287
1.305960 	 0.855000 	 0.948809 	 0.333555 	 -0.187891
1.308970 	 0.857500 	 0.949616 	 0.334978 	 -0.187543
1.311971 	 0.860000 	 0.950152 	 0.335928 	 -0.188144
1.314970 	 0.862500 	 0.950952 	 0.337354 	 -0.187793
1.317921 	 0.865000 	 0.951483 	 0.338305 	 -0.188391
1.320971 	 0.867500 	 0.951748 	 0.338780 	 -0.189939
1.323916 	 0.870000 	 0.952276 	 0.339732 	 -0.190535
1.326977 	 0.872500 	 0.953065 	 0.341161 	 -0.190178
1.329922 	 0.875000 	 0.953326 	 0.341638 	 -0.191725
1.333920 	 0.877500 	 0.953848 	 0.342591 	 -0.192318
1.336958 	 0.880000 	 0.954369 	 0.343545 	 -0.192910
1.339978 	 0.882500 	 0.954887 	 0.344500 	 -0.193501
1.342987 	 0.885000 	 0.955403 	 0.345455 	 -0.194091
1.345966 	 0.887500 	 0.955917 	 0.346410 	 -0.194680
1.348923 	 0.890000 	 0.956684 	 0.347844 	 -0.194311
1.351923 	 0.892500 	 0.957192 	 0.348801 	 -0.194897
1.355968 	 0.895000 	 0.957951 	 0.350237 	 -0.194525
1.358963 	 0.897500 	 0.958455 	 0.351196 	 -0.195109
1.362917 	 0.900000 	 0.958956 	 0.352154 	 -0.195692
1.365975 	 0.902500 	 0.959703 	 0.353593 	 -0.195314
1.368968 	 0.905000 	 0.960199 	 0.354553 	 -0.195895
1.371967 	 0.907500 	 0.960446 	 0.355033 	 -0.197434
1.374960 	 0.910000 	 0.960938 	 0.355993 	 -0.198013
1.378914 	 0.912500 	 0.961672 	 0.357435 	 -0.197630
1.381914 	 0.915000 	 0.962159 	 0.358397 	 -0.198206
1.384917 	 0.917500 	 0.962401 	 0.358878 	 -0.199744
1.387913 	 0.920000 	 0.962884 	 0.359841 	 -0.200319
1.390960 	 0.922500 	 0.963365 	 0.360804 	 -0.200893
1.393956 	 0.925000 	 0.963843 	 0.361767 	 -0.201466
1.396912 	 0.927500 	 0.964319 	 0.362731 	 -0.202038
1.400966 	 0.930000 	 0.965029 	 0.364178 	 -0.201644
1.404965 	 0.932500 	 0.965733 	 0.365626 	 -0.201249
1.407965 	 0.935000 	 0.965966 	 0.366109 	 -0.202783
1.410915 	 0.937500 	 0.966663 	 0.367558 	 -0.202384
1.413923 	 0.940000 	 0.967124 	 0.368525 	 -0.202951
1.416975 	 0.942500 	 0.967354 	 0.369008 	 -0.204483
1.419965 	 0.945000 	 0.967811 	 0.369976 	 -0.205049
1.422964 	 0.947500 	 0.968493 	 0.371428 	 -0.204644
1.425952 	 0.950000 	 0.968718 	 0.371912 	 -0.206176
1.429954 	 0.952500 	 0.969168 	 0.372881 	 -0.206738
1.433953 	 0.955000 	 0.969392 	 0.373365 	 -0.208269
1.436963 	 0.957500 	 0.969838 	 0.374335 	 -0.208830
1.439963 	 0.960000 	 0.970282 	 0.375305 	 -0.209390
1.443966 	 0.962500 	 0.970942 	 0.376761 	 -0.208979
1.446963 	 0.965000 	 0.971378 	 0.377732 	 -0.209537
1.449910 	 0.967500 	 0.971812 	 0.378703 	 -0.210094
1.452979 	 0.970000 	 0.972028 	 0.379189 	 -0.211622
1.455962 	 0.972500 	 0.972672 	 0.380647 	 -0.211205
1.459962 	 0.975000 	 0.973098 	 0.381620 	 -0.211760
1.463908 	 0.977500 	 0.973521 	 0.382593 	 -0.212313
1.466964 	 0.980000 	 0.973732 	 0.383080 	 -0.213840
1.469959 	 0.982500 	 0.974359 	 0.384541 	 -0.213418
1.472911 	 0.985000 	 0.974567 	 0.385028 	 -0.214943
1.476971 	 0.987500 	 0.975186 	 0.386490 	 -0.214519
1.480907 	 0.990000 	 0.975799 	 0.387954 	 -0.214093
1.483948 	 0.992500 	 0.976204 	 0.388929 	 -0.214641
1.486960 	 0.995000 	 0.976606 	 0.389906 	 -0.215189
1.489960 	 0.997500 	 0.977005 	 0.390882 	 -0.215735
1.493960 	 1.000000 	 0.977598 	 0.392348 	 -0.215303
1.496949 	 1.002500 	 0.977990 	 0.393326 	 -0.215848
1.500959 	 1.005000 	 0.978572 	 0.394793 	 -0.215414
1.503959 	 1.007500 	 0.978765 	 0.395283 	 -0.216935
1.507959 	 1.010000 	 0.979527 	 0.397241 	 -0.216498
1.511959 	 1.012500 	 0.979904 	 0.398220 	 -0.216060
1.514906 	 1.015000 	 0.980464 	 0.399690 	 -0.215619
1.518905 	 1.017500 	 0.980833 	 0.400671 	 -0.216158
1.521948 	 1.020000 	 0.981381 	 0.402142 	 -0.215715
