time(s) 	 Pos(mm) 	 Speed(mm/s) 	 u 	 Err
1.777886 	 1.205000 	 0.997769 	 0.466542 	 -0.271916
1.780887 	 1.207500 	 0.997963 	 0.468039 	 -0.271422
1.783889 	 1.210000 	 0.998026 	 0.468538 	 -0.272924
1.786886 	 1.212500 	 0.998149 	 0.469536 	 -0.273428
1.789885 	 1.215000 	 0.998209 	 0.470035 	 -0.274930
1.792885 	 1.217500 	 0.998383 	 0.471532 	 -0.274435
1.795885 	 1.220000 	 0.998494 	 0.472531 	 -0.274938
1.799886 	 1.222500 	 0.998548 	 0.473030 	 -0.276440
1.802885 	 1.225000 	 0.998654 	 0.474029 	 -0.276943
1.805884 	 1.227500 	 0.998755 	 0.475027 	 -0.277445
1.808884 	 1.230000 	 0.998900 	 0.476525 	 -0.276949
1.811884 	 1.232500 	 0.998946 	 0.477025 	 -0.278450
1.815884 	 1.235000 	 0.999079 	 0.478523 	 -0.277953
1.819883 	 1.237500 	 0.999162 	 0.479522 	 -0.278455
1.822886 	 1.240000 	 0.999280 	 0.481021 	 -0.277957
1.825883 	 1.242500 	 0.999354 	 0.482021 	 -0.278459
1.828884 	 1.245000 	 0.999389 	 0.482520 	 -0.279959
1.831882 	 1.247500 	 0.999457 	 0.483520 	 -0.280461
1.835883 	 1.250000 	 0.999521 	 0.484519 	 -0.280962
1.839882 	 1.252500 	 0.999609 	 0.486018 	 -0.280463
1.843884 	 1.255000 	 0.999663 	 0.487018 	 -0.280964
1.847882 	 1.257500 	 0.999713 	 0.488018 	 -0.281464
1.850882 	 1.260000 	 0.999759 	 0.489018 	 -0.281965
1.853881 	 1.262500 	 0.999801 	 0.490017 	 -0.282465
1.856881 	 1.265000 	 0.999856 	 0.491517 	 -0.281966
1.859881 	 1.267500 	 0.999888 	 0.492517 	 -0.282466
1.862882 	 1.270000 	 0.999916 	 0.493517 	 -0.282966
1.865882 	 1.272500 	 0.999950 	 0.495017 	 -0.282467
1.868880 	 1.275000 	 2.000000 	 0.495517 	 -0.283967
1.871880 	 1.277500 	 0.999976 	 0.496517 	 -0.284467
1.874880 	 1.280000 	 0.999988 	 0.497517 	 -0.284967
1.877880 	 1.282500 	 0.999996 	 0.498517 	 -0.286467
1.880880 	 1.285000 	 0.999998 	 0.499017 	 -0.286967
1.883879 	 1.287500 	 1.000000 	 0.500017 	 -0.287467
1.886879 	 1.290000 	 0.999998 	 0.501017 	 -0.287967
1.889882 	 1.292500 	 0.999992 	 0.502017 	 -0.288467
1.892879 	 1.295000 	 0.999982 	 0.503017 	 -0.288967
1.895879 	 1.297500 	 0.999968 	 0.504017 	 -0.289467
1.898878 	 1.300000 	 0.999939 	 0.505516 	 -0.288967
1.902879 	 1.302500 	 0.999902 	 0.507016 	 -0.288467
1.904880 	 1.305000 	 0.999887 	 0.507516 	 -0.289967
1.908878 	 1.307500 	 0.999837 	 0.509016 	 -0.289468
1.911878 	 1.310000 	 0.999819 	 0.509516 	 -0.290968
1.915878 	 1.312500 	 0.999779 	 0.510516 	 -0.291468
1.918877 	 1.315000 	 0.999735 	 0.511516 	 -0.291969
1.921887 	 1.317500 	 0.999687 	 0.512515 	 -0.292469
1.924876 	 1.320000 	 0.999635 	 0.513515 	 -0.292970
1.928879 	 1.322500 	 0.999579 	 0.514515 	 -0.293471
1.931876 	 1.325000 	 0.999519 	 0.515514 	 -0.293972
1.934876 	 1.327500 	 0.999488 	 0.516014 	 -0.295472
1.938877 	 1.330000 	 0.999422 	 0.517013 	 -0.295973
1.941875 	 1.332500 	 0.999352 	 0.518013 	 -0.296474
1.944876 	 1.335000 	 0.999278 	 0.519012 	 -0.296976
1.947876 	 1.337500 	 0.999160 	 0.520511 	 -0.296478
1.950875 	 1.340000 	 0.999118 	 0.521011 	 -0.297979
1.953875 	 1.342500 	 0.998988 	 0.522509 	 -0.297482
1.956876 	 1.345000 	 2.000000 	 0.523009 	 -0.298983
1.959875 	 1.347500 	 0.998849 	 0.524008 	 -0.299485
1.962875 	 1.350000 	 0.998701 	 0.525506 	 -0.298988
1.965874 	 1.352500 	 0.998650 	 0.526005 	 -0.300490
1.969874 	 1.355000 	 0.998435 	 0.528002 	 -0.298995
1.973875 	 1.357500 	 0.998379 	 0.528502 	 -0.300497
1.976874 	 1.360000 	 0.998264 	 0.529500 	 -0.301000
1.979875 	 1.362500 	 0.998145 	 0.530498 	 -0.301504
1.982873 	 1.365000 	 0.998022 	 0.531496 	 -0.302008
1.985875 	 1.367500 	 0.997959 	 0.531995 	 -0.303510
1.988872 	 1.370000 	 0.997830 	 0.532993 	 -0.304014
1.992873 	 1.372500 	 0.997697 	 0.533991 	 -0.304518
1.995872 	 1.375000 	 0.997491 	 0.534989 	 -0.305023
1.998873 	 1.377500 	 0.997420 	 0.535986 	 -0.305528
2.001873 	 1.380000 	 0.997202 	 0.537482 	 -0.306033
2.003873 	 1.382500 	 0.997127 	 0.537981 	 -0.306538
2.006871 	 1.385000 	 0.997052 	 0.538479 	 -0.308041
2.010871 	 1.387500 	 0.996819 	 0.539975 	 -0.307550
2.013871 	 1.390000 	 0.996578 	 0.541470 	 -0.307060
2.016871 	 1.392500 	 0.996413 	 0.542466 	 -0.307567
2.019872 	 1.395000 	 0.996243 	 0.543463 	 -0.308074
2.022870 	 1.397500 	 0.995982 	 0.544957 	 -0.307586
2.026870 	 1.400000 	 0.995712 	 0.546451 	 -0.307098
2.029870 	 1.402500 	 0.995621 	 0.546949 	 -0.308602
2.033870 	 1.405000 	 0.995434 	 0.547944 	 -0.309111
2.036871 	 1.407500 	 0.995050 	 0.549935 	 -0.307630
2.040871 	 1.410000 	 0.994852 	 0.550930 	 -0.308140
2.043869 	 1.412500 	 0.994651 	 0.551925 	 -0.308651
2.047870 	 1.415000 	 0.994446 	 0.552919 	 -0.309161
2.051870 	 1.417500 	 0.994237 	 0.553914 	 -0.309673
2.054873 	 1.420000 	 0.994024 	 0.554908 	 -0.310184
2.058870 	 1.422500 	 0.993808 	 0.555902 	 -0.310696
2.062869 	 1.425000 	 0.993588 	 0.556896 	 -0.311209
2.066868 	 1.427500 	 0.993477 	 0.557392 	 -0.312715
2.069869 	 1.430000 	 0.993251 	 0.558386 	 -0.313228
2.073867 	 1.432500 	 0.992906 	 0.559876 	 -0.312749
2.076868 	 1.435000 	 0.992789 	 0.560372 	 -0.314256
2.079868 	 1.437500 	 0.992433 	 0.561861 	 -0.313778
2.082867 	 1.440000 	 0.992313 	 0.562357 	 -0.315286
2.085866 	 1.442500 	 0.992191 	 0.562853 	 -0.316793
2.089866 	 1.445000 	 0.991822 	 0.564341 	 -0.316317
2.092866 	 1.447500 	 0.991571 	 0.565333 	 -0.316834
2.095866 	 1.450000 	 0.991444 	 0.565829 	 -0.318342
2.098866 	 1.452500 	 0.991188 	 0.566820 	 -0.318859
2.101866 	 1.455000 	 0.990928 	 0.567812 	 -0.319377
2.105866 	 1.457500 	 0.990398 	 0.569793 	 -0.317914
2.108865 	 1.460000 	 0.990128 	 0.570783 	 -0.318433
2.111865 	 1.462500 	 0.989854 	 0.571773 	 -0.318953
2.115865 	 1.465000 	 0.989436 	 0.573258 	 -0.318484
2.119864 	 1.467500 	 0.989295 	 0.573753 	 -0.319995
2.123867 	 1.470000 	 0.988723 	 0.575731 	 -0.318538
2.126864 	 1.472500 	 0.988432 	 0.576719 	 -0.319061
2.130864 	 1.475000 	 0.988285 	 0.577214 	 -0.320573
2.134865 	 1.477500 	 0.987689 	 0.579190 	 -0.319120
2.138863 	 1.480000 	 0.987538 	 0.579684 	 -0.320633
2.142864 	 1.482500 	 0.987079 	 0.581165 	 -0.320171
2.145863 	 1.485000 	 0.986769 	 0.582152 	 -0.320697
2.148863 	 1.487500 	 0.986456 	 0.583138 	 -0.321223
2.154864 	 1.490000 	 0.986140 	 0.584125 	 -0.321750
2.157863 	 1.492500 	 0.985820 	 0.585111 	 -0.322278
2.160867 	 1.495000 	 0.985659 	 0.585604 	 -0.323792
2.163861 	 1.497500 	 0.985334 	 0.586589 	 -0.324321
2.166862 	 1.500000 	 0.985005 	 0.587575 	 -0.324851
2.169864 	 1.502500 	 0.984674 	 0.588560 	 -0.325381
2.172861 	 1.505000 	 0.984339 	 0.589544 	 -0.325912
2.176861 	 1.507500 	 0.983831 	 0.591020 	 -0.325459
2.180861 	 1.510000 	 0.983489 	 0.592004 	 -0.325992
2.183860 	 1.512500 	 0.983143 	 0.592988 	 -0.326525
2.187860 	 1.515000 	 0.982794 	 0.593971 	 -0.327059
2.190861 	 1.517500 	 0.982264 	 0.595445 	 -0.326611
2.193861 	 1.520000 	 0.982086 	 0.595936 	 -0.328129
2.196860 	 1.522500 	 0.981547 	 0.597409 	 -0.327683
2.200861 	 1.525000 	 0.981366 	 0.597899 	 -0.329201
2.203859 	 1.527500 	 0.981001 	 0.598881 	 -0.329739
2.206861 	 1.530000 	 0.980633 	 0.599861 	 -0.330277
2.209861 	 1.532500 	 0.980448 	 0.600352 	 -0.331796
2.212859 	 1.535000 	 0.980262 	 0.600842 	 -0.333316
2.216859 	 1.537500 	 0.979511 	 0.602802 	 -0.331896
2.220858 	 1.540000 	 0.979321 	 0.603292 	 -0.333417
2.224858 	 1.542500 	 0.978555 	 0.605250 	 -0.332000
2.228859 	 1.545000 	 0.978168 	 0.606228 	 -0.332544
2.231858 	 1.547500 	 0.977777 	 0.607206 	 -0.333087
2.234858 	 1.550000 	 0.977581 	 0.607695 	 -0.334610
2.237857 	 1.552500 	 0.977186 	 0.608673 	 -0.335155
2.240858 	 1.555000 	 0.976788 	 0.609650 	 -0.335700
2.243857 	 1.557500 	 0.976387 	 0.610626 	 -0.336247
2.246858 	 1.560000 	 0.976186 	 0.611115 	 -0.337771
2.250858 	 1.562500 	 0.975577 	 0.612579 	 -0.337343
2.254857 	 1.565000 	 0.975168 	 0.613554 	 -0.337892
2.258857 	 1.567500 	 0.974755 	 0.614529 	 -0.338442
2.261859 	 1.570000 	 0.974340 	 0.615504 	 -0.338992
2.264856 	 1.572500 	 0.974132 	 0.615991 	 -0.340518
2.267856 	 1.575000 	 0.973922 	 0.616478 	 -0.342044
2.271856 	 1.577500 	 0.973290 	 0.617939 	 -0.341623
2.275856 	 1.580000 	 0.973078 	 0.618425 	 -0.343149
2.279855 	 1.582500 	 0.972438 	 0.619885 	 -0.342731
2.282857 	 1.585000 	 0.972008 	 0.620857 	 -0.343286
2.286855 	 1.587500 	 0.971792 	 0.621343 	 -0.344814
2.289855 	 1.590000 	 0.971358 	 0.622315 	 -0.345371
2.292854 	 1.592500 	 0.970921 	 0.623286 	 -0.345928
2.295856 	 1.595000 	 0.970260 	 0.624742 	 -0.345516
2.298855 	 1.597500 	 0.969594 	 0.626197 	 -0.345106
2.302854 	 1.600000 	 0.968922 	 0.627651 	 -0.344698
2.305855 	 1.602500 	 0.968696 	 0.628135 	 -0.346229
2.308854 	 1.605000 	 0.968244 	 0.629104 	 -0.346792
2.311853 	 1.607500 	 0.967560 	 0.630556 	 -0.346388
2.314852 	 1.610000 	 0.967101 	 0.631524 	 -0.346953
2.317853 	 1.612500 	 0.966870 	 0.632007 	 -0.348486
2.321853 	 1.615000 	 0.966408 	 0.632974 	 -0.349052
2.325851 	 1.617500 	 0.965709 	 0.634423 	 -0.348654
2.328854 	 1.620000 	 0.965475 	 0.634906 	 -0.350188
2.331853 	 1.622500 	 0.964769 	 0.636354 	 -0.349792
2.334852 	 1.625000 	 0.964295 	 0.637318 	 -0.350363
2.337852 	 1.627500 	 0.964057 	 0.637801 	 -0.351899
2.340853 	 1.630000 	 0.963580 	 0.638765 	 -0.352471
2.344853 	 1.632500 	 0.963340 	 0.639246 	 -0.354007
2.347851 	 1.635000 	 0.962618 	 0.640691 	 -0.353618
2.350852 	 1.637500 	 0.962376 	 0.641172 	 -0.355155
2.353851 	 1.640000 	 0.961647 	 0.642615 	 -0.354769
2.356850 	 1.642500 	 0.961158 	 0.643577 	 -0.355346
2.359850 	 1.645000 	 0.960666 	 0.644538 	 -0.355924
2.362849 	 1.647500 	 0.960420 	 0.645018 	 -0.357463
2.365851 	 1.650000 	 0.959925 	 0.645979 	 -0.358043
2.369850 	 1.652500 	 0.959179 	 0.647418 	 -0.357664
2.373851 	 1.655000 	 0.958929 	 0.647898 	 -0.359204
2.376850 	 1.657500 	 0.958176 	 0.649336 	 -0.358828
2.379848 	 1.660000 	 0.957924 	 0.649815 	 -0.360370
2.382849 	 1.662500 	 0.957418 	 0.650773 	 -0.360955
2.386850 	 1.665000 	 0.956655 	 0.652208 	 -0.360583
2.389849 	 1.667500 	 0.956400 	 0.652687 	 -0.362127
2.393849 	 1.670000 	 0.955888 	 0.653643 	 -0.362714
2.396847 	 1.672500 	 0.955374 	 0.654599 	 -0.363302
2.399848 	 1.675000 	 0.954858 	 0.655554 	 -0.363892
2.402847 	 1.677500 	 0.954339 	 0.656509 	 -0.364482
2.405847 	 1.680000 	 0.953819 	 0.657463 	 -0.365074
2.408847 	 1.682500 	 0.953296 	 0.658417 	 -0.365667
2.411849 	 1.685000 	 0.953035 	 0.658893 	 -0.367213
2.414848 	 1.687500 	 0.952509 	 0.659846 	 -0.367808
2.417847 	 1.690000 	 0.952246 	 0.660322 	 -0.369355
2.421846 	 1.692500 	 0.951717 	 0.661275 	 -0.369951
2.425845 	 1.695000 	 0.951187 	 0.662226 	 -0.370548
2.428849 	 1.697500 	 0.950655 	 0.663177 	 -0.371146
2.431845 	 1.700000 	 0.950121 	 0.664128 	 -0.371745
2.434848 	 1.702500 	 0.949853 	 0.664603 	 -0.373294
2.437846 	 1.705000 	 0.949316 	 0.665553 	 -0.373895
2.440846 	 1.707500 	 0.949047 	 0.666027 	 -0.375446
2.444845 	 1.710000 	 0.948236 	 0.667450 	 -0.375099
2.448847 	 1.712500 	 0.947694 	 0.668398 	 -0.375703
2.451843 	 1.715000 	 0.947422 	 0.668872 	 -0.377255
2.454846 	 1.717500 	 0.946877 	 0.669820 	 -0.377861
2.457845 	 1.720000 	 0.946330 	 0.670766 	 -0.378467
2.460844 	 1.722500 	 0.946056 	 0.671239 	 -0.380021
2.464843 	 1.725000 	 0.945231 	 0.672658 	 -0.379684
2.467844 	 1.727500 	 0.944955 	 0.673131 	 -0.381238
2.471842 	 1.730000 	 0.944402 	 0.674076 	 -0.381849
2.474843 	 1.732500 	 0.943847 	 0.675020 	 -0.382460
2.477843 	 1.735000 	 0.943290 	 0.675964 	 -0.383073
2.480843 	 1.737500 	 0.942452 	 0.677378 	 -0.382744
2.484845 	 1.740000 	 0.942172 	 0.677849 	 -0.384301
2.488841 	 1.742500 	 0.941611 	 0.678791 	 -0.384917
2.492842 	 1.745000 	 0.940765 	 0.680203 	 -0.384593
2.495843 	 1.747500 	 0.940200 	 0.681144 	 -0.385212
2.498841 	 1.750000 	 0.939633 	 0.682084 	 -0.385832
2.501842 	 1.752500 	 0.938779 	 0.683493 	 -0.385514
2.504842 	 1.755000 	 0.938208 	 0.684432 	 -0.386137
2.507842 	 1.757500 	 0.937922 	 0.684901 	 -0.387698
2.511841 	 1.760000 	 0.937062 	 0.686307 	 -0.387386
2.514839 	 1.762500 	 0.936775 	 0.686776 	 -0.388949
2.518841 	 1.765000 	 0.936198 	 0.687712 	 -0.389575
2.522841 	 1.767500 	 0.935331 	 0.689116 	 -0.389268
2.526841 	 1.770000 	 0.935042 	 0.689584 	 -0.390832
2.529840 	 1.772500 	 0.934170 	 0.690986 	 -0.390528
2.532840 	 1.775000 	 0.933588 	 0.691920 	 -0.391160
2.535838 	 1.777500 	 0.933296 	 0.692387 	 -0.392726
2.538838 	 1.780000 	 0.933004 	 0.692854 	 -0.394293
2.542839 	 1.782500 	 0.932125 	 0.694253 	 -0.393995
2.546839 	 1.785000 	 0.931538 	 0.695185 	 -0.394631
2.550839 	 1.787500 	 0.930655 	 0.696581 	 -0.394337
2.554837 	 1.790000 	 0.930359 	 0.697047 	 -0.395907
2.559839 	 1.792500 	 0.929768 	 0.697977 	 -0.396546
2.563836 	 1.795000 	 0.929176 	 0.698907 	 -0.397187
2.568836 	 1.797500 	 0.928285 	 0.700300 	 -0.396900
2.571836 	 1.800000 	 0.927391 	 0.701692 	 -0.396616
2.574838 	 1.802500 	 0.926793 	 0.702619 	 -0.397262
2.578836 	 1.805000 	 0.926494 	 0.703083 	 -0.398835
2.582837 	 1.807500 	 0.925895 	 0.704009 	 -0.399482
2.585835 	 1.810000 	 0.925294 	 0.704935 	 -0.400131
2.588837 	 1.812500 	 0.924693 	 0.705860 	 -0.400781
2.591836 	 1.815000 	 0.924090 	 0.706784 	 -0.401431
2.594837 	 1.817500 	 0.923486 	 0.707708 	 -0.402084
2.598837 	 1.820000 	 0.922579 	 0.709093 	 -0.401814
2.602836 	 1.822500 	 0.922275 	 0.709554 	 -0.403391
2.606835 	 1.825000 	 0.921364 	 0.710937 	 -0.403126
2.609835 	 1.827500 	 0.920756 	 0.711858 	 -0.403783
2.613835 	 1.830000 	 0.920451 	 0.712319 	 -0.405362
2.616833 	 1.832500 	 0.919841 	 0.713239 	 -0.406022
2.620833 	 1.835000 	 0.918923 	 0.714618 	 -0.405763
2.623834 	 1.837500 	 0.918617 	 0.715078 	 -0.407344
2.626834 	 1.840000 	 0.918004 	 0.715996 	 -0.408007
2.629834 	 1.842500 	 0.917390 	 0.716914 	 -0.408672
2.632834 	 1.845000 	 0.916467 	 0.718290 	 -0.408420
2.635833 	 1.847500 	 0.916159 	 0.718748 	 -0.410004
2.638841 	 1.850000 	 0.915850 	 0.719206 	 -0.411588
2.641832 	 1.852500 	 0.915233 	 0.720122 	 -0.412256
2.644833 	 1.855000 	 0.914614 	 0.721037 	 -0.412926
2.648834 	 1.857500 	 0.914305 	 0.721494 	 -0.414512
2.651831 	 1.860000 	 0.913685 	 0.722408 	 -0.415183
2.655831 	 1.862500 	 0.912754 	 0.723778 	 -0.414943
2.658830 	 1.865000 	 0.912132 	 0.724691 	 -0.415618
2.662834 	 1.867500 	 0.911198 	 0.726059 	 -0.415382
2.666831 	 1.870000 	 0.910574 	 0.726970 	 -0.416060
2.669830 	 1.872500 	 0.910262 	 0.727425 	 -0.417650
2.672832 	 1.875000 	 0.909950 	 0.727880 	 -0.419240
2.675829 	 1.877500 	 0.909324 	 0.728790 	 -0.419920
2.678830 	 1.880000 	 0.908698 	 0.729699 	 -0.420602
2.681829 	 1.882500 	 0.908385 	 0.730154 	 -0.422193
2.685831 	 1.885000 	 0.908071 	 0.730608 	 -0.423785
2.688829 	 1.887500 	 0.907443 	 0.731516 	 -0.424469
2.691830 	 1.890000 	 0.906815 	 0.732423 	 -0.425154
2.694831 	 1.892500 	 0.906500 	 0.732876 	 -0.426747
2.697828 	 1.895000 	 0.905871 	 0.733783 	 -0.427435
2.701830 	 1.897500 	 0.904925 	 0.735141 	 -0.427218
2.704829 	 1.900000 	 0.904294 	 0.736046 	 -0.427908
2.707829 	 1.902500 	 0.903662 	 0.736950 	 -0.428600
2.710828 	 1.905000 	 0.903030 	 0.737853 	 -0.429293
2.714828 	 1.907500 	 0.902397 	 0.738756 	 -0.429987
2.717828 	 1.910000 	 0.901763 	 0.739659 	 -0.430683
2.720828 	 1.912500 	 0.901129 	 0.740560 	 -0.431380
2.723828 	 1.915000 	 0.900494 	 0.741461 	 -0.432078
2.726827 	 1.917500 	 0.899541 	 0.742811 	 -0.431877
2.729827 	 1.920000 	 0.898904 	 0.743711 	 -0.432578
2.732826 	 1.922500 	 0.898586 	 0.744160 	 -0.434180
2.735831 	 1.925000 	 0.898267 	 0.744610 	 -0.435781
2.738827 	 1.927500 	 0.897311 	 0.745956 	 -0.435587
2.741827 	 1.930000 	 0.896673 	 0.746854 	 -0.436293
2.744828 	 1.932500 	 0.896354 	 0.747302 	 -0.437896
2.748827 	 1.935000 	 0.895715 	 0.748198 	 -0.438604
2.751825 	 1.937500 	 0.895075 	 0.749094 	 -0.439313
2.754826 	 1.940000 	 0.894435 	 0.749989 	 -0.440023
2.758826 	 1.942500 	 0.894115 	 0.750436 	 -0.441628
2.762824 	 1.945000 	 0.892834 	 0.752223 	 -0.440554
2.765825 	 1.947500 	 0.892513 	 0.752669 	 -0.442161
2.768825 	 1.950000 	 0.891550 	 0.754008 	 -0.441984
2.771827 	 1.952500 	 0.891229 	 0.754454 	 -0.443593
2.776823 	 1.955000 	 0.890266 	 0.755790 	 -0.443420
2.780825 	 1.957500 	 0.889301 	 0.757125 	 -0.443250
2.784825 	 1.960000 	 0.888979 	 0.757569 	 -0.444861
2.787824 	 1.962500 	 0.888335 	 0.758458 	 -0.445583
2.790825 	 1.965000 	 0.888013 	 0.758902 	 -0.447195
2.793824 	 1.967500 	 0.887047 	 0.760234 	 -0.447032
2.797823 	 1.970000 	 0.886402 	 0.761121 	 -0.447758
2.800822 	 1.972500 	 0.886080 	 0.761564 	 -0.449372
2.803822 	 1.975000 	 0.885757 	 0.762007 	 -0.450986
2.806823 	 1.977500 	 0.884789 	 0.763335 	 -0.450829
2.809821 	 1.980000 	 0.884466 	 0.763778 	 -0.452445
2.812822 	 1.982500 	 0.883820 	 0.764662 	 -0.453176
2.816822 	 1.985000 	 0.883174 	 0.765546 	 -0.453909
2.820821 	 1.987500 	 0.882204 	 0.766870 	 -0.453760
2.823822 	 1.990000 	 0.881557 	 0.767752 	 -0.454496
2.826821 	 1.992500 	 0.881234 	 0.768193 	 -0.456115
2.830822 	 1.995000 	 0.880586 	 0.769074 	 -0.456852
2.833820 	 1.997500 	 0.879615 	 0.770394 	 -0.456712
2.836822 	 2.000000 	 0.878968 	 0.771274 	 -0.457453
2.840820 	 2.002500 	 0.878320 	 0.772152 	 -0.458195
2.843819 	 2.005000 	 0.877672 	 0.773031 	 -0.458939
2.847819 	 2.007500 	 0.877023 	 0.773908 	 -0.459684
2.851820 	 2.010000 	 0.876051 	 0.775223 	 -0.459554
2.854820 	 2.012500 	 0.875078 	 0.776537 	 -0.459426
2.858818 	 2.015000 	 0.874429 	 0.777412 	 -0.460177
2.862820 	 2.017500 	 0.873131 	 0.779160 	 -0.459181
2.866819 	 2.020000 	 0.872482 	 0.780033 	 -0.459935
2.870818 	 2.022500 	 0.871833 	 0.780905 	 -0.460690
2.873818 	 2.025000 	 0.871183 	 0.781777 	 -0.461447
2.876818 	 2.027500 	 0.870209 	 0.783083 	 -0.461334
2.879819 	 2.030000 	 0.869884 	 0.783518 	 -0.462964
2.883818 	 2.032500 	 0.868910 	 0.784822 	 -0.462855
2.887818 	 2.035000 	 0.868261 	 0.785691 	 -0.463618
2.890820 	 2.037500 	 0.867611 	 0.786559 	 -0.464382
2.893816 	 2.040000 	 0.867286 	 0.786993 	 -0.466014
2.896818 	 2.042500 	 0.866961 	 0.787427 	 -0.467647
2.899816 	 2.045000 	 0.865987 	 0.788727 	 -0.467547
2.902817 	 2.047500 	 0.865662 	 0.789159 	 -0.469181
2.906816 	 2.050000 	 0.864688 	 0.790458 	 -0.469085
2.910816 	 2.052500 	 0.863713 	 0.791754 	 -0.468992
2.914817 	 2.055000 	 0.863388 	 0.792186 	 -0.470628
2.917814 	 2.057500 	 0.862739 	 0.793049 	 -0.471402
2.920815 	 2.060000 	 0.862089 	 0.793912 	 -0.472177
2.923816 	 2.062500 	 0.861440 	 0.794774 	 -0.472953
2.926814 	 2.065000 	 0.861115 	 0.795204 	 -0.474591
2.929816 	 2.067500 	 0.860466 	 0.796065 	 -0.475369
2.932815 	 2.070000 	 0.860141 	 0.796496 	 -0.477009
2.935815 	 2.072500 	 0.859167 	 0.797785 	 -0.476929
2.938816 	 2.075000 	 0.858843 	 0.798215 	 -0.478570
2.941815 	 2.077500 	 0.858194 	 0.799074 	 -0.479353
2.944813 	 2.080000 	 0.857545 	 0.799932 	 -0.480137
2.948815 	 2.082500 	 0.857220 	 0.800360 	 -0.481779
2.951815 	 2.085000 	 0.856247 	 0.801646 	 -0.481709
2.954814 	 2.087500 	 0.855923 	 0.802074 	 -0.483352
2.957812 	 2.090000 	 0.855274 	 0.802930 	 -0.484141
2.960813 	 2.092500 	 0.854626 	 0.803785 	 -0.484931
2.963812 	 2.095000 	 0.854302 	 0.804212 	 -0.486576
2.967813 	 2.097500 	 0.853329 	 0.805493 	 -0.486514
2.970812 	 2.100000 	 0.852681 	 0.806346 	 -0.487308
2.974811 	 2.102500 	 0.852034 	 0.807199 	 -0.488103
2.977812 	 2.105000 	 0.851062 	 0.808476 	 -0.488048
2.980810 	 2.107500 	 0.850739 	 0.808902 	 -0.489697
2.983810 	 2.110000 	 0.850091 	 0.809752 	 -0.490495
2.986812 	 2.112500 	 0.849768 	 0.810177 	 -0.492145
2.991810 	 2.115000 	 0.849121 	 0.811027 	 -0.492946
2.994812 	 2.117500 	 0.848151 	 0.812300 	 -0.492900
2.997810 	 2.120000 	 0.847504 	 0.813148 	 -0.493704
3.001810 	 2.122500 	 0.846858 	 0.813995 	 -0.494509
3.004811 	 2.125000 	 0.845889 	 0.815265 	 -0.494469
3.007810 	 2.127500 	 0.845243 	 0.815688 	 -0.496124
3.010809 	 2.130000 	 0.844921 	 0.816534 	 -0.496933
3.013809 	 2.132500 	 0.844275 	 0.817378 	 -0.497743
3.017808 	 2.135000 	 0.843308 	 0.818644 	 -0.497711
3.021808 	 2.137500 	 0.842663 	 0.819487 	 -0.498525
3.024812 	 2.140000 	 0.841697 	 0.820751 	 -0.498498
3.028809 	 2.142500 	 0.841375 	 0.821172 	 -0.500156
3.032807 	 2.145000 	 0.840409 	 0.822433 	 -0.500133
3.036808 	 2.147500 	 0.839766 	 0.823274 	 -0.500953
3.040808 	 2.150000 	 0.838802 	 0.824533 	 -0.500934
3.044808 	 2.152500 	 0.838480 	 0.824952 	 -0.502596
3.047806 	 2.155000 	 0.837838 	 0.825791 	 -0.503419
3.050807 	 2.157500 	 0.837517 	 0.826209 	 -0.505081
3.054807 	 2.160000 	 0.836554 	 0.827465 	 -0.505069
3.057807 	 2.162500 	 0.836233 	 0.827884 	 -0.506733
3.060806 	 2.165000 	 0.835592 	 0.828720 	 -0.507561
3.063805 	 2.167500 	 0.834630 	 0.829973 	 -0.507555
3.066809 	 2.170000 	 0.834310 	 0.830390 	 -0.509220
3.070806 	 2.172500 	 0.833350 	 0.831641 	 -0.509218
3.074807 	 2.175000 	 0.832710 	 0.832474 	 -0.510052
3.078805 	 2.177500 	 0.832071 	 0.833307 	 -0.510887
3.083805 	 2.180000 	 0.831112 	 0.834554 	 -0.510892
3.087804 	 2.182500 	 0.830474 	 0.835385 	 -0.511730
3.091805 	 2.185000 	 0.829517 	 0.836630 	 -0.511739
3.095804 	 2.187500 	 0.828561 	 0.837874 	 -0.511752
3.099804 	 2.190000 	 0.828243 	 0.838288 	 -0.513423
3.103805 	 2.192500 	 2.000000 	 0.839117 	 -0.514267
3.108805 	 2.195000 	 0.826652 	 0.840357 	 -0.514285
3.112805 	 2.197500 	 0.826016 	 0.841184 	 -0.515132
3.116805 	 2.200000 	 0.825063 	 0.842423 	 -0.515155
3.120804 	 2.202500 	 0.824746 	 0.842835 	 -0.516830
3.125801 	 2.205000 	 0.823477 	 0.844484 	 -0.516033
3.130802 	 2.207500 	 0.822527 	 0.845718 	 -0.516063
3.134803 	 2.210000 	 0.821894 	 0.846541 	 -0.516919
3.138803 	 2.212500 	 0.821578 	 0.846952 	 -0.518597
3.143804 	 2.215000 	 0.820630 	 0.848184 	 -0.518633
3.147801 	 2.217500 	 0.819683 	 0.849414 	 -0.518672
3.151803 	 2.220000 	 0.818422 	 0.851052 	 -0.517895
3.155800 	 2.222500 	 0.818107 	 0.851462 	 -0.519577
3.159802 	 2.225000 	 0.817163 	 0.852688 	 -0.519623
3.163801 	 2.227500 	 0.816534 	 0.853505 	 -0.520489
