time(s) 	 Pos(mm) 	 Speed(mm/s) 	 u 	 Err
1.542903 	 1.022500 	 0.981199 	 0.401161 	 -0.219196
1.546932 	 1.025000 	 0.981743 	 0.403124 	 -0.218752
1.550903 	 1.027500 	 0.981922 	 0.403615 	 -0.220270
1.553934 	 1.030000 	 0.982279 	 0.404597 	 -0.220806
1.557962 	 1.032500 	 2.000000 	 0.405579 	 -0.221342
1.560927 	 1.035000 	 0.982983 	 0.406562 	 -0.221876
1.564943 	 1.037500 	 0.983330 	 0.407545 	 -0.222410
1.567900 	 1.040000 	 0.983675 	 0.408528 	 -0.222943
1.571926 	 1.042500 	 0.984015 	 0.409512 	 -0.223476
1.574929 	 1.045000 	 0.984688 	 0.411481 	 -0.223023
1.577931 	 1.047500 	 0.984854 	 0.411973 	 -0.223554
1.580927 	 1.050000 	 0.985183 	 0.412958 	 -0.224084
1.583901 	 1.052500 	 0.985672 	 0.414436 	 -0.223628
1.586929 	 1.055000 	 0.985993 	 0.415422 	 -0.224157
1.589926 	 1.057500 	 0.986311 	 0.416408 	 -0.224684
1.592901 	 1.060000 	 0.986469 	 0.416901 	 -0.226198
1.595898 	 1.062500 	 0.986782 	 0.417888 	 -0.226725
1.598938 	 1.065000 	 0.987092 	 0.418874 	 -0.227251
1.601908 	 1.067500 	 0.987398 	 0.419862 	 -0.227777
1.604899 	 1.070000 	 2.000000 	 0.420355 	 -0.229290
1.608928 	 1.072500 	 0.988001 	 0.421837 	 -0.228826
1.611927 	 1.075000 	 0.988297 	 0.422825 	 -0.229350
1.614937 	 1.077500 	 0.988589 	 0.423813 	 -0.229874
1.618924 	 1.080000 	 0.988879 	 0.424802 	 -0.230396
1.621932 	 1.082500 	 0.989165 	 0.425791 	 -0.230918
1.624923 	 1.085000 	 0.989447 	 0.426780 	 -0.231440
1.628937 	 1.087500 	 0.989726 	 0.427770 	 -0.231961
1.631952 	 1.090000 	 0.990273 	 0.429749 	 -0.230501
1.634897 	 1.092500 	 0.990542 	 0.430740 	 -0.231020
1.637925 	 1.095000 	 0.990807 	 0.431730 	 -0.231539
1.640940 	 1.097500 	 0.991068 	 0.432721 	 -0.232057
1.643948 	 1.100000 	 0.991198 	 0.433217 	 -0.233566
1.646937 	 1.102500 	 0.991454 	 0.434208 	 -0.234084
1.649937 	 1.105000 	 0.991831 	 0.435695 	 -0.233609
1.652896 	 1.107500 	 0.991955 	 0.436191 	 -0.235117
1.656929 	 1.110000 	 0.992200 	 0.437183 	 -0.235633
1.659945 	 1.112500 	 0.992562 	 0.438672 	 -0.235156
1.663936 	 1.115000 	 0.992798 	 0.439664 	 -0.235671
1.666896 	 1.117500 	 0.992915 	 0.440161 	 -0.237178
1.669953 	 1.120000 	 0.993145 	 0.441154 	 -0.237692
1.672956 	 1.122500 	 0.993259 	 0.441650 	 -0.239199
1.675937 	 1.125000 	 0.993485 	 0.442644 	 -0.239713
1.678935 	 1.127500 	 0.993706 	 0.443637 	 -0.240225
1.681948 	 1.130000 	 0.993924 	 0.444631 	 -0.240738
1.684935 	 1.132500 	 0.994244 	 0.445625 	 -0.240256
1.687927 	 1.135000 	 0.994453 	 0.447116 	 -0.241762
1.690935 	 1.137500 	 0.994556 	 0.447614 	 -0.242273
1.694935 	 1.140000 	 0.994859 	 0.449106 	 -0.241789
1.697893 	 1.142500 	 0.995057 	 0.450101 	 -0.242299
1.700894 	 1.145000 	 0.995251 	 0.451096 	 -0.242809
1.703920 	 1.147500 	 0.995441 	 0.452091 	 -0.243318
1.706951 	 1.150000 	 0.995627 	 0.453086 	 -0.243827
1.709935 	 1.152500 	 0.995810 	 0.454082 	 -0.244336
1.712935 	 1.155000 	 0.995988 	 0.455078 	 -0.244844
1.715929 	 1.157500 	 0.996076 	 0.455576 	 -0.246348
1.718890 	 1.160000 	 0.996249 	 0.456572 	 -0.246856
1.721919 	 1.162500 	 0.996502 	 0.458067 	 -0.246367
1.725935 	 1.165000 	 0.996745 	 0.459561 	 -0.245877
1.729935 	 1.167500 	 0.996825 	 0.460060 	 -0.247380
1.733891 	 1.170000 	 0.997133 	 0.462054 	 -0.245893
1.736952 	 1.172500 	 0.997207 	 0.462552 	 -0.247396
1.739962 	 1.175000 	 0.997425 	 0.464048 	 -0.247901
1.742931 	 1.177500 	 0.997496 	 0.464547 	 -0.248406
1.745930 	 1.180000 	 0.997565 	 0.465046 	 -0.249909
1.748946 	 1.182500 	 0.997702 	 0.466043 	 -0.250414
1.751888 	 1.185000 	 0.997834 	 0.467041 	 -0.250918
1.754918 	 1.187500 	 0.997899 	 0.467540 	 -0.252420
1.757919 	 1.190000 	 0.998026 	 0.468538 	 -0.252924
1.760946 	 1.192500 	 0.998149 	 0.469536 	 -0.253428
1.763915 	 1.195000 	 0.998268 	 0.470534 	 -0.253932
1.766946 	 1.197500 	 0.998383 	 0.471532 	 -0.254435
1.769950 	 1.200000 	 0.998548 	 0.473030 	 -0.253940
1.772951 	 1.202500 	 0.998602 	 0.473529 	 -0.255441
1.775930 	 1.205000 	 0.998705 	 0.474528 	 -0.255944
1.778931 	 1.207500 	 0.998852 	 0.476026 	 -0.255448
1.781944 	 1.210000 	 0.998900 	 0.476525 	 -0.256949
1.784888 	 1.212500 	 0.999035 	 0.478024 	 -0.256452
1.786919 	 1.215000 	 0.999035 	 0.478024 	 -0.256452
1.790916 	 1.217500 	 0.999121 	 0.479023 	 -0.259454
1.793914 	 1.220000 	 0.999203 	 0.480022 	 -0.259956
1.797949 	 1.222500 	 0.999318 	 0.481521 	 -0.259458
1.800886 	 1.225000 	 0.999354 	 0.482021 	 -0.260959
1.804946 	 1.227500 	 0.999424 	 0.483020 	 -0.261460
1.807928 	 1.230000 	 0.999457 	 0.483520 	 -0.262961
1.810928 	 1.232500 	 0.999521 	 0.484519 	 -0.263462
1.814897 	 1.235000 	 0.999581 	 0.485519 	 -0.263963
1.817926 	 1.237500 	 0.999663 	 0.487018 	 -0.263464
1.820885 	 1.240000 	 0.999689 	 0.487518 	 -0.264964
1.823946 	 1.242500 	 0.999780 	 0.489517 	 -0.263465
1.826927 	 1.245000 	 0.999801 	 0.490017 	 -0.264965
1.829927 	 1.247500 	 0.999839 	 0.491017 	 -0.265466
1.833885 	 1.250000 	 0.999888 	 0.492517 	 -0.264966
1.836943 	 1.252500 	 0.999916 	 0.493017 	 -0.266466
1.839945 	 1.255000 	 0.999940 	 0.494517 	 -0.265967
1.842943 	 1.257500 	 0.999950 	 0.495017 	 -0.267467
1.845927 	 1.260000 	 0.999968 	 0.496017 	 -0.267967
1.849891 	 1.262500 	 0.999992 	 0.498017 	 -0.266467
1.853912 	 1.265000 	 0.999996 	 0.498517 	 -0.267967
1.857884 	 1.267500 	 1.000000 	 0.500017 	 -0.267467
1.860884 	 1.270000 	 0.999998 	 0.501017 	 -0.267967
1.863884 	 1.272500 	 0.999995 	 0.501517 	 -0.269467
1.867882 	 1.275000 	 0.999987 	 0.502517 	 -0.269967
1.870909 	 1.277500 	 0.999975 	 0.503517 	 -0.270467
1.873946 	 1.280000 	 0.999939 	 0.505516 	 -0.268967
1.876943 	 1.282500 	 0.999928 	 0.506016 	 -0.270467
1.879924 	 1.285000 	 0.999887 	 0.507516 	 -0.269967
1.882939 	 1.287500 	 0.999855 	 0.508516 	 -0.270468
1.885888 	 1.290000 	 0.999837 	 0.509016 	 -0.271968
1.889941 	 1.292500 	 0.999779 	 0.510516 	 -0.271468
1.892937 	 1.295000 	 0.999735 	 0.511516 	 -0.271969
1.895923 	 1.297500 	 0.999687 	 0.512515 	 -0.272469
1.898938 	 1.300000 	 0.999661 	 0.513015 	 -0.273970
1.901880 	 1.302500 	 0.999607 	 0.514015 	 -0.274470
1.904882 	 1.305000 	 0.999579 	 0.514515 	 -0.275971
1.907940 	 1.307500 	 0.999455 	 0.516514 	 -0.274473
1.910924 	 1.310000 	 0.999422 	 0.517013 	 -0.275973
1.913878 	 1.312500 	 0.999352 	 0.518013 	 -0.276474
1.917881 	 1.315000 	 0.999278 	 0.519012 	 -0.276976
1.921955 	 1.317500 	 0.999200 	 0.520011 	 -0.277477
1.924920 	 1.320000 	 2.000000 	 0.521011 	 -0.277979
1.927919 	 1.322500 	 0.999033 	 0.522010 	 -0.278481
1.930920 	 1.325000 	 0.998849 	 0.524008 	 -0.276985
1.933883 	 1.327500 	 0.998801 	 0.524507 	 -0.278486
1.936878 	 1.330000 	 0.998650 	 0.526005 	 -0.277990
1.940936 	 1.332500 	 0.998545 	 0.527004 	 -0.278492
1.943920 	 1.335000 	 0.998379 	 0.528502 	 -0.277997
1.946905 	 1.337500 	 0.998322 	 0.529001 	 -0.279499
1.949878 	 1.340000 	 0.998205 	 0.529999 	 -0.280002
1.953902 	 1.342500 	 0.998022 	 0.531496 	 -0.279508
1.956938 	 1.345000 	 0.997959 	 0.531995 	 -0.281010
1.959937 	 1.347500 	 0.997830 	 0.532993 	 -0.281514
1.962919 	 1.350000 	 0.997697 	 0.533991 	 -0.282018
1.965908 	 1.352500 	 0.997561 	 0.534989 	 -0.282523
1.968925 	 1.355000 	 0.997420 	 0.535986 	 -0.283028
1.971875 	 1.357500 	 0.997276 	 0.536984 	 -0.283533
1.975881 	 1.360000 	 0.997052 	 0.538479 	 -0.283041
1.979929 	 1.362500 	 0.996898 	 0.539476 	 -0.283547
1.982876 	 1.365000 	 0.996659 	 0.540972 	 -0.283057
1.986912 	 1.367500 	 0.996496 	 0.541968 	 -0.283564
1.989912 	 1.370000 	 0.996413 	 0.542466 	 -0.285067
1.993913 	 1.372500 	 0.996157 	 0.543961 	 -0.284578
1.997874 	 1.375000 	 0.996070 	 0.544459 	 -0.286082
2.001912 	 1.377500 	 0.995803 	 0.545953 	 -0.285594
2.004888 	 1.380000 	 0.995712 	 0.546451 	 -0.287098
2.007873 	 1.382500 	 0.995434 	 0.547944 	 -0.286611
2.010909 	 1.385000 	 0.995340 	 0.548442 	 -0.288116
2.013911 	 1.387500 	 0.995050 	 0.549935 	 -0.288625
2.015872 	 1.390000 	 0.994952 	 0.550432 	 -0.289135
2.019913 	 1.392500 	 0.994651 	 0.551925 	 -0.288651
2.022910 	 1.395000 	 0.994549 	 0.552422 	 -0.290156
2.025876 	 1.397500 	 0.994446 	 0.552919 	 -0.291661
2.029910 	 1.400000 	 0.994131 	 0.554411 	 -0.291178
2.032871 	 1.402500 	 0.993917 	 0.555405 	 -0.291690
2.035909 	 1.405000 	 0.993808 	 0.555902 	 -0.293196
2.038872 	 1.407500 	 0.993588 	 0.556896 	 -0.293709
2.041908 	 1.410000 	 0.993477 	 0.557392 	 -0.295215
2.045910 	 1.412500 	 0.993022 	 0.559379 	 -0.293742
2.048870 	 1.415000 	 0.992906 	 0.559876 	 -0.295249
2.052907 	 1.417500 	 0.992433 	 0.561861 	 -0.293778
2.056908 	 1.420000 	 0.992313 	 0.562357 	 -0.295286
2.059912 	 1.422500 	 0.992069 	 0.563349 	 -0.295801
2.062907 	 1.425000 	 0.991822 	 0.564341 	 -0.296317
2.065907 	 1.427500 	 0.991697 	 0.564837 	 -0.297825
2.068870 	 1.430000 	 0.991444 	 0.565829 	 -0.298342
2.071906 	 1.432500 	 0.990928 	 0.567812 	 -0.296877
2.074908 	 1.435000 	 0.990665 	 0.568802 	 -0.297395
2.077875 	 1.437500 	 0.990398 	 0.569793 	 -0.297914
2.080909 	 1.440000 	 0.990263 	 0.570288 	 -0.299424
2.083868 	 1.442500 	 0.989991 	 0.571278 	 -0.299943
2.087906 	 1.445000 	 0.989715 	 0.572268 	 -0.300463
2.090868 	 1.447500 	 0.989436 	 0.573258 	 -0.300984
2.093869 	 1.450000 	 0.989295 	 0.573753 	 -0.302495
2.096867 	 1.452500 	 0.989011 	 0.574742 	 -0.303016
2.100869 	 1.455000 	 0.988432 	 0.576719 	 -0.301561
2.114869 	 1.457500 	 0.988137 	 0.577214 	 -0.302084
2.117906 	 1.460000 	 0.987989 	 0.578202 	 -0.303596
2.120902 	 1.462500 	 0.987689 	 0.579190 	 -0.304120
2.123905 	 1.465000 	 0.987538 	 0.579684 	 -0.305633
2.127903 	 1.467500 	 0.987079 	 0.581165 	 -0.305171
2.130866 	 1.470000 	 0.986925 	 0.581658 	 -0.306683
2.133905 	 1.472500 	 0.986456 	 0.583138 	 -0.306223
2.136905 	 1.475000 	 0.986298 	 0.583632 	 -0.307737
2.139895 	 1.477500 	 0.985980 	 0.584618 	 -0.308264
2.143902 	 1.480000 	 0.985659 	 0.585604 	 -0.308792
2.147901 	 1.482500 	 0.985170 	 0.587082 	 -0.308336
2.150904 	 1.485000 	 0.984674 	 0.588560 	 -0.307881
2.153903 	 1.487500 	 0.984507 	 0.589052 	 -0.309396
2.156902 	 1.490000 	 0.984339 	 0.589544 	 -0.310912
2.159863 	 1.492500 	 0.984002 	 0.590528 	 -0.311443
2.162900 	 1.495000 	 0.983660 	 0.591512 	 -0.311975
2.165902 	 1.497500 	 0.983143 	 0.592988 	 -0.311525
2.168866 	 1.500000 	 0.982794 	 0.593971 	 -0.312059
2.172899 	 1.502500 	 0.982441 	 0.594953 	 -0.312593
2.175901 	 1.505000 	 0.982086 	 0.595936 	 -0.313129
2.178899 	 1.507500 	 0.981727 	 0.596918 	 -0.313665
2.182863 	 1.510000 	 0.981366 	 0.597899 	 -0.314201
2.186901 	 1.512500 	 0.980817 	 0.599371 	 -0.313758
2.189864 	 1.515000 	 0.980262 	 0.600842 	 -0.313316
2.192862 	 1.517500 	 0.980075 	 0.601332 	 -0.314836
2.195900 	 1.520000 	 0.979511 	 0.602802 	 -0.314396
2.198860 	 1.522500 	 0.979321 	 0.603292 	 -0.315917
2.202862 	 1.525000 	 0.978748 	 0.604760 	 -0.315479
2.205862 	 1.527500 	 0.978168 	 0.606228 	 -0.315044
2.208862 	 1.530000 	 0.977973 	 0.606717 	 -0.316565
2.211899 	 1.532500 	 0.977581 	 0.607695 	 -0.317110
2.215898 	 1.535000 	 0.977186 	 0.608673 	 -0.317655
2.218903 	 1.537500 	 0.976788 	 0.609650 	 -0.318200
2.221898 	 1.540000 	 0.976387 	 0.610626 	 -0.318747
2.224896 	 1.542500 	 0.976186 	 0.611115 	 -0.320271
2.227897 	 1.545000 	 0.975983 	 0.611603 	 -0.321795
2.230899 	 1.547500 	 0.975577 	 0.612579 	 -0.322343
2.233862 	 1.550000 	 0.975168 	 0.613554 	 -0.322892
2.236896 	 1.552500 	 0.974548 	 0.615017 	 -0.322467
2.239898 	 1.555000 	 0.974340 	 0.615504 	 -0.323992
2.242897 	 1.557500 	 0.973922 	 0.616478 	 -0.324544
2.245894 	 1.560000 	 0.973502 	 0.617452 	 -0.325096
2.248858 	 1.562500 	 0.973078 	 0.618425 	 -0.325649
2.251896 	 1.565000 	 0.972438 	 0.619885 	 -0.325231
2.255858 	 1.567500 	 0.971792 	 0.621343 	 -0.324814
2.259897 	 1.570000 	 0.971139 	 0.622800 	 -0.324399
2.262895 	 1.572500 	 0.970701 	 0.623771 	 -0.325928
2.264856 	 1.575000 	 0.970481 	 0.624257 	 -0.326487
2.267859 	 1.577500 	 0.969817 	 0.625712 	 -0.326076
2.270858 	 1.580000 	 0.969594 	 0.626197 	 -0.327606
2.273895 	 1.582500 	 0.968922 	 0.627651 	 -0.327198
2.276895 	 1.585000 	 0.968470 	 0.628620 	 -0.327760
2.279894 	 1.587500 	 0.968244 	 0.629588 	 -0.329292
2.282893 	 1.590000 	 0.967788 	 0.630072 	 -0.329856
2.286893 	 1.592500 	 0.967331 	 0.631040 	 -0.330420
2.289894 	 1.595000 	 0.966639 	 0.632490 	 -0.330019
2.293857 	 1.597500 	 0.966175 	 0.633457 	 -0.330586
2.296855 	 1.600000 	 0.965709 	 0.634423 	 -0.332120
2.298855 	 1.602500 	 0.965475 	 0.634906 	 -0.332688
2.301856 	 1.605000 	 0.965005 	 0.635871 	 -0.333257
2.304895 	 1.607500 	 0.964057 	 0.637801 	 -0.331899
2.307894 	 1.610000 	 0.963580 	 0.638765 	 -0.332471
2.310894 	 1.612500 	 0.963100 	 0.639728 	 -0.333044
2.313893 	 1.615000 	 0.962618 	 0.640691 	 -0.333618
2.316855 	 1.617500 	 0.962133 	 0.641653 	 -0.334193
2.319891 	 1.620000 	 0.961890 	 0.642135 	 -0.335731
2.322893 	 1.622500 	 0.961402 	 0.643096 	 -0.336307
2.325892 	 1.625000 	 0.960912 	 0.644058 	 -0.336885
2.328889 	 1.627500 	 0.960420 	 0.645018 	 -0.337463
2.331855 	 1.630000 	 0.960173 	 0.645499 	 -0.339003
2.335891 	 1.632500 	 0.959428 	 0.646938 	 -0.338623
2.338889 	 1.635000 	 0.959179 	 0.647418 	 -0.340164
2.341892 	 1.637500 	 0.958929 	 0.647898 	 -0.341704
2.345891 	 1.640000 	 0.958176 	 0.649336 	 -0.341328
2.348853 	 1.642500 	 0.957924 	 0.649815 	 -0.342870
2.351891 	 1.645000 	 0.957418 	 0.650773 	 -0.343455
2.354891 	 1.647500 	 0.956910 	 0.651730 	 -0.344040
2.357889 	 1.650000 	 0.956655 	 0.652208 	 -0.345583
2.360887 	 1.652500 	 0.956400 	 0.652687 	 -0.347127
2.363890 	 1.655000 	 0.955888 	 0.653643 	 -0.347714
2.366888 	 1.657500 	 0.955116 	 0.655076 	 -0.347347
2.369888 	 1.660000 	 0.954858 	 0.655554 	 -0.348892
2.373890 	 1.662500 	 0.954079 	 0.656986 	 -0.348528
2.376887 	 1.665000 	 0.953296 	 0.658417 	 -0.348167
2.379851 	 1.667500 	 0.953035 	 0.658893 	 -0.349713
2.382849 	 1.670000 	 0.952246 	 0.660322 	 -0.349355
2.385850 	 1.672500 	 0.951717 	 0.661275 	 -0.349951
2.388849 	 1.675000 	 0.951187 	 0.662226 	 -0.350548
2.391849 	 1.677500 	 0.950655 	 0.663177 	 -0.351146
2.394887 	 1.680000 	 0.950388 	 0.663653 	 -0.352695
2.397886 	 1.682500 	 0.949853 	 0.664603 	 -0.353294
2.400887 	 1.685000 	 0.949047 	 0.666027 	 -0.352946
2.404885 	 1.687500 	 0.948777 	 0.666502 	 -0.354497
2.407887 	 1.690000 	 0.948236 	 0.667450 	 -0.355099
2.410885 	 1.692500 	 0.947694 	 0.668398 	 -0.355703
2.413886 	 1.695000 	 0.946877 	 0.669820 	 -0.355361
2.417848 	 1.697500 	 0.946330 	 0.670766 	 -0.355967
2.420862 	 1.700000 	 0.946056 	 0.671239 	 -0.357521
2.424884 	 1.702500 	 0.945231 	 0.672658 	 -0.357184
2.427887 	 1.705000 	 2.000000 	 0.673603 	 -0.357794
2.430875 	 1.707500 	 0.944124 	 0.674548 	 -0.358404
2.433883 	 1.710000 	 0.943847 	 0.675020 	 -0.359960
2.436884 	 1.712500 	 0.943290 	 0.675964 	 -0.360573
2.439884 	 1.715000 	 0.942732 	 0.676907 	 -0.361187
2.442883 	 1.717500 	 0.941892 	 0.678320 	 -0.360859
2.445846 	 1.720000 	 0.941329 	 0.679262 	 -0.361476
2.448885 	 1.722500 	 0.940765 	 0.680203 	 -0.362093
2.452847 	 1.725000 	 0.940200 	 0.681144 	 -0.362712
2.455846 	 1.727500 	 0.939917 	 0.681614 	 -0.364272
2.459846 	 1.730000 	 0.938779 	 0.683493 	 -0.363014
2.462883 	 1.732500 	 0.937922 	 0.684901 	 -0.362698
2.465881 	 1.735000 	 0.937636 	 0.685370 	 -0.364261
2.468845 	 1.737500 	 0.936775 	 0.686776 	 -0.363949
2.471882 	 1.740000 	 0.936198 	 0.687712 	 -0.364575
2.474846 	 1.742500 	 0.935621 	 0.688648 	 -0.365203
2.478846 	 1.745000 	 0.935042 	 0.689584 	 -0.365832
2.481846 	 1.747500 	 0.934461 	 0.690519 	 -0.366462
2.484845 	 1.750000 	 0.933588 	 0.691920 	 -0.366160
2.487881 	 1.752500 	 0.933004 	 0.692854 	 -0.366793
2.490880 	 1.755000 	 0.932419 	 0.693786 	 -0.367427
2.493883 	 1.757500 	 0.932125 	 0.694253 	 -0.368995
2.496880 	 1.760000 	 0.931538 	 0.695185 	 -0.369631
2.499841 	 1.762500 	 0.930949 	 0.696116 	 -0.370268
2.503881 	 1.765000 	 0.930064 	 0.697512 	 -0.369976
2.506842 	 1.767500 	 0.929768 	 0.697977 	 -0.371546
2.509880 	 1.770000 	 0.928879 	 0.699371 	 -0.371258
2.513881 	 1.772500 	 0.928285 	 0.700300 	 -0.371900
2.516842 	 1.775000 	 0.927689 	 0.701228 	 -0.372544
2.519884 	 1.777500 	 0.926494 	 0.702619 	 -0.372262
2.522877 	 1.780000 	 0.926195 	 0.703546 	 -0.372908
2.525878 	 1.782500 	 0.925595 	 0.704472 	 -0.373556
2.529878 	 1.785000 	 0.924994 	 0.705397 	 -0.374206
2.533841 	 1.787500 	 0.923788 	 0.707246 	 -0.373007
2.536879 	 1.790000 	 0.923486 	 0.707708 	 -0.374584
2.539877 	 1.792500 	 0.922579 	 0.709093 	 -0.374314
2.542839 	 1.795000 	 0.921972 	 0.710015 	 -0.374969
2.546842 	 1.797500 	 0.921364 	 0.710937 	 -0.375626
2.549841 	 1.800000 	 0.920451 	 0.712319 	 -0.375362
2.552878 	 1.802500 	 0.919841 	 0.713239 	 -0.376022
2.556875 	 1.805000 	 0.919229 	 0.714159 	 -0.376682
2.559878 	 1.807500 	 0.918617 	 0.715078 	 -0.377344
2.563858 	 1.810000 	 0.918311 	 0.715537 	 -0.378926
2.566841 	 1.812500 	 0.917697 	 0.716455 	 -0.379589
2.569886 	 1.815000 	 0.916775 	 0.717831 	 -0.379337
2.573874 	 1.817500 	 0.916159 	 0.718748 	 -0.380004
2.576874 	 1.820000 	 0.915850 	 0.719206 	 -0.381588
2.579876 	 1.822500 	 0.915233 	 0.720122 	 -0.382256
2.582838 	 1.825000 	 0.914614 	 0.721037 	 -0.382926
2.586838 	 1.827500 	 0.913995 	 0.721951 	 -0.383597
2.589873 	 1.830000 	 0.913375 	 0.722865 	 -0.384270
2.593835 	 1.832500 	 0.912754 	 0.723778 	 -0.384943
2.596874 	 1.835000 	 0.911510 	 0.725603 	 -0.383794
2.600838 	 1.837500 	 0.910886 	 0.726514 	 -0.384471
2.604875 	 1.840000 	 0.910262 	 0.727425 	 -0.385150
2.608872 	 1.842500 	 0.909637 	 0.728335 	 -0.385830
2.611871 	 1.845000 	 0.908698 	 0.729699 	 -0.385602
2.615836 	 1.847500 	 0.908385 	 0.730154 	 -0.387193
2.618874 	 1.850000 	 0.907443 	 0.731516 	 -0.386969
2.621872 	 1.852500 	 0.906815 	 0.732423 	 -0.387654
2.624836 	 1.855000 	 0.906186 	 0.732876 	 -0.389247
2.627872 	 1.857500 	 0.905241 	 0.734688 	 -0.388123
2.630835 	 1.860000 	 0.904925 	 0.735141 	 -0.389718
2.633833 	 1.862500 	 0.904294 	 0.736046 	 -0.390408
2.636834 	 1.865000 	 0.903978 	 0.736498 	 -0.392004
2.640871 	 1.867500 	 0.902714 	 0.738305 	 -0.390890
2.643872 	 1.870000 	 0.902397 	 0.738756 	 -0.392487
2.646871 	 1.872500 	 0.901446 	 0.740109 	 -0.392281
2.649872 	 1.875000 	 0.901129 	 0.740560 	 -0.393880
2.652873 	 1.877500 	 0.900494 	 0.741461 	 -0.394578
2.655837 	 1.880000 	 0.899858 	 0.742361 	 -0.395277
2.658871 	 1.882500 	 0.898904 	 0.743711 	 -0.395078
2.661831 	 1.885000 	 0.898586 	 0.744160 	 -0.396680
2.665831 	 1.887500 	 0.897630 	 0.745508 	 -0.396485
2.669832 	 1.890000 	 0.896992 	 0.746405 	 -0.397190
2.672867 	 1.892500 	 0.896354 	 0.747302 	 -0.397896
2.675870 	 1.895000 	 0.895715 	 0.748198 	 -0.398604
2.678867 	 1.897500 	 0.895075 	 0.749094 	 -0.399313
2.682830 	 1.900000 	 0.894435 	 0.749989 	 -0.400023
2.686868 	 1.902500 	 0.893154 	 0.751776 	 -0.398947
2.690868 	 1.905000 	 0.892513 	 0.752669 	 -0.399661
2.693831 	 1.907500 	 0.891871 	 0.753562 	 -0.400376
2.696869 	 1.910000 	 0.891229 	 0.754454 	 -0.401093
2.699869 	 1.912500 	 0.890587 	 0.755345 	 -0.401811
2.702869 	 1.915000 	 0.889944 	 0.756235 	 -0.402530
2.705871 	 1.917500 	 0.888979 	 0.757569 	 -0.403250
2.708865 	 1.920000 	 0.888657 	 0.758014 	 -0.403972
2.711867 	 1.922500 	 0.888335 	 0.758458 	 -0.405583
2.714829 	 1.925000 	 0.887691 	 0.759346 	 -0.406307
2.717828 	 1.927500 	 0.887047 	 0.760234 	 -0.407032
2.721829 	 1.930000 	 0.886080 	 0.761564 	 -0.406872
2.723866 	 1.932500 	 0.885757 	 0.762007 	 -0.408486
2.726829 	 1.935000 	 0.885112 	 0.762893 	 -0.409215
2.729866 	 1.937500 	 0.884466 	 0.763778 	 -0.409945
2.732829 	 1.940000 	 0.883497 	 0.765104 	 -0.409792
2.735872 	 1.942500 	 0.882527 	 0.766429 	 -0.409643
2.738865 	 1.945000 	 0.882204 	 0.766870 	 -0.411260
2.741865 	 1.947500 	 0.881557 	 0.767752 	 -0.411996
2.744866 	 1.950000 	 0.880910 	 0.768633 	 -0.412733
2.747864 	 1.952500 	 0.879939 	 0.769954 	 -0.412592
2.750864 	 1.955000 	 0.879615 	 0.770394 	 -0.414212
2.754826 	 1.957500 	 0.878968 	 0.771274 	 -0.414953
2.758830 	 1.960000 	 0.877996 	 0.772592 	 -0.415695
2.761865 	 1.962500 	 0.877348 	 0.773469 	 -0.415561
2.764826 	 1.965000 	 0.876699 	 0.774347 	 -0.416307
2.768867 	 1.967500 	 0.876375 	 0.774785 	 -0.417930
2.771863 	 1.970000 	 0.875726 	 0.775661 	 -0.418678
2.775863 	 1.972500 	 0.874753 	 0.776974 	 -0.418551
2.778824 	 1.975000 	 0.874104 	 0.777849 	 -0.419302
2.782863 	 1.977500 	 0.873455 	 0.778723 	 -0.420054
2.785864 	 1.980000 	 0.872806 	 0.779596 	 -0.420808
2.788826 	 1.982500 	 0.872157 	 0.780469 	 -0.421562
2.791827 	 1.985000 	 0.871833 	 0.780905 	 -0.423190
2.795825 	 1.987500 	 0.870859 	 0.782212 	 -0.423076
2.798826 	 1.990000 	 0.870534 	 0.782648 	 -0.424705
2.801823 	 1.992500 	 0.869560 	 0.783953 	 -0.424594
2.805825 	 1.995000 	 0.868910 	 0.784822 	 -0.425355
2.808863 	 1.997500 	 0.868261 	 0.785691 	 -0.426118
2.811859 	 2.000000 	 0.867611 	 0.786559 	 -0.426882
2.826825 	 2.002500 	 0.866961 	 0.787427 	 -0.427647
2.830823 	 2.005000 	 0.866312 	 0.788293 	 -0.428413
2.833823 	 2.007500 	 0.865662 	 0.789159 	 -0.429181
2.837823 	 2.010000 	 0.865337 	 0.789592 	 -0.430815
2.840860 	 2.012500 	 0.864038 	 0.791322 	 -0.429856
2.844857 	 2.015000 	 0.863388 	 0.792186 	 -0.430628
2.847822 	 2.017500 	 0.863064 	 0.792618 	 -0.432265
2.850861 	 2.020000 	 0.862414 	 0.793480 	 -0.433039
2.853858 	 2.022500 	 0.861765 	 0.794343 	 -0.433815
2.857859 	 2.025000 	 0.861115 	 0.795204 	 -0.434591
2.860858 	 2.027500 	 0.860141 	 0.796496 	 -0.434509
2.863859 	 2.030000 	 0.859492 	 0.797356 	 -0.435289
2.866855 	 2.032500 	 0.859167 	 0.797785 	 -0.436929
2.869856 	 2.035000 	 0.858518 	 0.798644 	 -0.437711
2.872858 	 2.037500 	 0.857545 	 0.799932 	 -0.437637
2.875856 	 2.040000 	 0.857220 	 0.800360 	 -0.439279
2.878855 	 2.042500 	 0.856571 	 0.801217 	 -0.440065
2.881857 	 2.045000 	 0.855923 	 0.802074 	 -0.440852
