time(s) 	 Pos(mm) 	 Speed(mm/s) 	 u 	 Err
0.741007 	 0.430000 	 0.842740 	 0.180613 	 -0.068775
0.743993 	 0.432500 	 0.843062 	 0.181034 	 -0.070432
0.747994 	 0.435000 	 0.844029 	 0.182299 	 -0.070402
0.753023 	 0.437500 	 0.844996 	 0.183566 	 -0.070369
0.756023 	 0.440000 	 0.845964 	 0.184833 	 -0.070333
0.759005 	 0.442500 	 0.846287 	 0.185256 	 -0.071987
0.762008 	 0.445000 	 0.846933 	 0.186103 	 -0.072794
0.764971 	 0.447500 	 0.847579 	 0.186950 	 -0.073600
0.768952 	 0.450000 	 0.848225 	 0.187798 	 -0.074404
0.771984 	 0.452500 	 0.848872 	 0.188646 	 -0.075208
0.775994 	 0.455000 	 0.850165 	 0.190345 	 -0.074310
0.779004 	 0.457500 	 0.850489 	 0.190770 	 -0.075960
0.782007 	 0.460000 	 0.851459 	 0.192046 	 -0.075908
0.785953 	 0.462500 	 0.852107 	 0.192898 	 -0.076704
0.790014 	 0.465000 	 0.853078 	 0.194176 	 -0.076647
0.793020 	 0.467500 	 0.853726 	 0.195030 	 -0.077441
0.796005 	 0.470000 	 0.854050 	 0.195457 	 -0.079087
0.798948 	 0.472500 	 0.854698 	 0.196311 	 -0.079879
0.802987 	 0.475000 	 0.855346 	 0.197166 	 -0.080669
0.805949 	 0.477500 	 0.855995 	 0.198021 	 -0.081458
0.808949 	 0.480000 	 0.856319 	 0.198449 	 -0.083102
0.811973 	 0.482500 	 0.857616 	 0.200163 	 -0.082175
0.815983 	 0.485000 	 0.858265 	 0.201021 	 -0.082959
0.819990 	 0.487500 	 0.858914 	 0.201879 	 -0.083742
0.823990 	 0.490000 	 0.859887 	 0.203168 	 -0.083664
0.828003 	 0.492500 	 0.860536 	 0.204028 	 -0.084444
0.831993 	 0.495000 	 0.861510 	 0.205319 	 -0.084362
0.834948 	 0.497500 	 0.861834 	 0.205750 	 -0.086000
0.838012 	 0.500000 	 0.862159 	 0.206181 	 -0.087638
0.841018 	 0.502500 	 0.863133 	 0.207475 	 -0.087551
0.844001 	 0.505000 	 0.863458 	 0.207906 	 -0.089188
0.848000 	 0.507500 	 0.864432 	 0.209202 	 -0.089096
0.850988 	 0.510000 	 0.864756 	 0.209634 	 -0.090732
0.854000 	 0.512500 	 0.865730 	 0.210932 	 -0.090637
0.856988 	 0.515000 	 0.866380 	 0.211797 	 -0.091405
0.860947 	 0.517500 	 0.867029 	 0.212664 	 -0.092172
0.864950 	 0.520000 	 0.868003 	 0.213965 	 -0.092070
0.868972 	 0.522500 	 0.868653 	 0.214833 	 -0.092834
0.871998 	 0.525000 	 0.869302 	 0.215702 	 -0.093596
0.874998 	 0.527500 	 0.869951 	 0.216572 	 -0.094357
0.877998 	 0.530000 	 0.870600 	 0.217442 	 -0.095117
0.881991 	 0.532500 	 0.871250 	 0.218312 	 -0.095875
0.885977 	 0.535000 	 0.872223 	 0.219620 	 -0.095761
0.888987 	 0.537500 	 0.872872 	 0.220492 	 -0.096516
0.891994 	 0.540000 	 0.873845 	 0.221802 	 -0.096396
0.894975 	 0.542500 	 0.874170 	 0.222239 	 -0.098022
0.898004 	 0.545000 	 0.874818 	 0.223113 	 -0.098774
0.901001 	 0.547500 	 0.875467 	 0.223988 	 -0.099524
0.904014 	 0.550000 	 0.876115 	 0.224864 	 -0.100272
0.906997 	 0.552500 	 0.877087 	 0.226178 	 -0.100143
0.910996 	 0.555000 	 0.877411 	 0.226617 	 -0.101766
0.913982 	 0.557500 	 0.878059 	 0.227495 	 -0.102511
0.917983 	 0.560000 	 0.879031 	 0.228812 	 -0.102376
0.920966 	 0.562500 	 0.879678 	 0.229691 	 -0.103117
0.924996 	 0.565000 	 0.880325 	 0.230571 	 -0.103858
0.927997 	 0.567500 	 0.881296 	 0.231892 	 -0.104597
0.930984 	 0.570000 	 0.881619 	 0.232333 	 -0.105334
0.934974 	 0.572500 	 0.882589 	 0.233656 	 -0.105189
0.937940 	 0.575000 	 0.882912 	 0.234097 	 -0.106806
0.940956 	 0.577500 	 0.883235 	 0.234538 	 -0.108423
0.944994 	 0.580000 	 0.884527 	 0.236306 	 -0.107388
0.947993 	 0.582500 	 0.884850 	 0.236748 	 -0.109004
0.951011 	 0.585000 	 0.885817 	 0.238076 	 -0.109734
0.953975 	 0.587500 	 0.886140 	 0.238519 	 -0.110462
0.958010 	 0.590000 	 0.886462 	 0.238962 	 -0.112076
0.960983 	 0.592500 	 0.887107 	 0.239849 	 -0.112803
0.963993 	 0.595000 	 0.887429 	 0.240292 	 -0.114416
0.966994 	 0.597500 	 0.888395 	 0.241624 	 -0.114253
0.969980 	 0.600000 	 0.888717 	 0.242068 	 -0.115864
0.972980 	 0.602500 	 0.889681 	 0.243401 	 -0.115697
0.975992 	 0.605000 	 0.890003 	 0.243846 	 -0.117307
0.978994 	 0.607500 	 0.890967 	 0.245182 	 -0.117136
0.981993 	 0.610000 	 0.891609 	 0.246073 	 -0.117854
0.984992 	 0.612500 	 0.891929 	 0.246519 	 -0.119463
0.987991 	 0.615000 	 0.892571 	 0.247411 	 -0.120178
0.990992 	 0.617500 	 0.893212 	 0.248304 	 -0.120893
0.993982 	 0.620000 	 0.893852 	 0.249197 	 -0.121606
0.997990 	 0.622500 	 0.894492 	 0.250091 	 -0.122318
1.000936 	 0.625000 	 0.895132 	 0.250986 	 -0.123029
1.004937 	 0.627500 	 0.896090 	 0.252329 	 -0.122842
1.008984 	 0.630000 	 0.896729 	 0.253225 	 -0.123550
1.011982 	 0.632500 	 0.897367 	 0.254122 	 -0.124256
1.015940 	 0.635000 	 0.898641 	 0.255918 	 -0.123165
1.018936 	 0.637500 	 0.898959 	 0.256367 	 -0.124766
1.022946 	 0.640000 	 0.899595 	 0.257266 	 -0.125468
1.025940 	 0.642500 	 0.900548 	 0.258616 	 -0.125268
1.028939 	 0.645000 	 0.900866 	 0.259066 	 -0.126868
1.031937 	 0.647500 	 0.901183 	 0.259517 	 -0.128467
1.034981 	 0.650000 	 0.901817 	 0.260418 	 -0.129164
1.038981 	 0.652500 	 0.902450 	 0.261320 	 -0.129860
1.041980 	 0.655000 	 0.903083 	 0.262223 	 -0.130555
1.044982 	 0.657500 	 0.904031 	 0.263578 	 -0.130345
1.048933 	 0.660000 	 0.904662 	 0.264482 	 -0.131036
1.052982 	 0.662500 	 0.905293 	 0.265387 	 -0.131727
1.056013 	 0.665000 	 0.906238 	 0.266745 	 -0.131510
1.059004 	 0.667500 	 0.906866 	 0.267651 	 -0.132197
1.060986 	 0.670000 	 0.906866 	 0.267651 	 -0.132197
1.063986 	 0.672500 	 0.907495 	 0.268558 	 -0.135383
1.066976 	 0.675000 	 0.908122 	 0.269466 	 -0.136068
1.069977 	 0.677500 	 0.908435 	 0.269920 	 -0.137660
1.073976 	 0.680000 	 0.909375 	 0.271283 	 -0.137433
1.077935 	 0.682500 	 0.910624 	 0.273103 	 -0.136294
1.080985 	 0.685000 	 0.910936 	 0.273558 	 -0.137883
1.083981 	 0.687500 	 0.911559 	 0.274469 	 -0.138561
1.086937 	 0.690000 	 0.912182 	 0.275381 	 -0.139238
1.090932 	 0.692500 	 0.912803 	 0.276293 	 -0.139913
1.093930 	 0.695000 	 0.913424 	 0.277206 	 -0.140587
1.096934 	 0.697500 	 0.913734 	 0.277663 	 -0.142174
1.099933 	 0.700000 	 0.914044 	 0.278120 	 -0.143760
1.103955 	 0.702500 	 0.914663 	 0.279492 	 -0.144432
1.106974 	 0.705000 	 0.915589 	 0.280407 	 -0.144187
1.110942 	 0.707500 	 0.916206 	 0.281322 	 -0.144855
1.114929 	 0.710000 	 0.916822 	 0.282239 	 -0.145523
1.117931 	 0.712500 	 0.917129 	 0.282697 	 -0.147106
1.120946 	 0.715000 	 0.917744 	 0.283614 	 -0.147771
1.124956 	 0.717500 	 0.918664 	 0.284992 	 -0.147517
1.127982 	 0.720000 	 0.918970 	 0.285451 	 -0.149098
1.131927 	 0.722500 	 0.919581 	 0.286370 	 -0.149760
1.135928 	 0.725000 	 0.920496 	 0.287750 	 -0.149500
1.138984 	 0.727500 	 0.921409 	 0.289131 	 -0.149238
1.141927 	 0.730000 	 0.921713 	 0.289592 	 -0.150817
1.145928 	 0.732500 	 0.922320 	 0.290514 	 -0.151473
1.149928 	 0.735000 	 0.923228 	 0.291897 	 -0.151205
1.152938 	 0.737500 	 0.923832 	 0.292821 	 -0.151858
1.155957 	 0.740000 	 0.924134 	 0.293283 	 -0.153434
1.158981 	 0.742500 	 0.924736 	 0.294207 	 -0.154086
1.161980 	 0.745000 	 0.925338 	 0.295132 	 -0.154736
1.164927 	 0.747500 	 0.925938 	 0.296057 	 -0.155385
1.168963 	 0.750000 	 0.926836 	 0.297447 	 -0.155106
1.171932 	 0.752500 	 0.927134 	 0.297910 	 -0.156680
1.174926 	 0.755000 	 0.927731 	 0.298838 	 -0.157325
1.178926 	 0.757500 	 0.928624 	 0.299765 	 -0.157969
1.181926 	 0.760000 	 0.928921 	 0.300694 	 -0.158612
1.184930 	 0.762500 	 0.929513 	 0.301623 	 -0.159254
1.187927 	 0.765000 	 0.930400 	 0.303018 	 -0.158965
1.190963 	 0.767500 	 0.930990 	 0.303948 	 -0.159604
1.193931 	 0.770000 	 0.931284 	 0.304414 	 -0.161173
1.197931 	 0.772500 	 0.931578 	 0.304879 	 -0.162741
1.200925 	 0.775000 	 0.931872 	 0.305345 	 -0.161810
1.204929 	 0.777500 	 0.932459 	 0.306277 	 -0.164946
1.208925 	 0.780000 	 0.933336 	 0.307676 	 -0.164647
1.212925 	 0.782500 	 0.933919 	 0.308610 	 -0.165281
1.216923 	 0.785000 	 0.934210 	 0.309077 	 -0.166847
1.219959 	 0.787500 	 0.934790 	 0.310011 	 -0.167478
1.222924 	 0.790000 	 0.935370 	 0.310946 	 -0.168108
1.226925 	 0.792500 	 0.936525 	 0.312818 	 -0.166865
1.229925 	 0.795000 	 0.936812 	 0.313286 	 -0.168428
1.232924 	 0.797500 	 0.937100 	 0.313754 	 -0.169991
1.235962 	 0.800000 	 0.937673 	 0.314692 	 -0.170617
1.238925 	 0.802500 	 0.938246 	 0.315629 	 -0.171241
1.241923 	 0.805000 	 0.938531 	 0.316098 	 -0.172803
1.244923 	 0.807500 	 0.939101 	 0.317037 	 -0.173426
1.247922 	 0.810000 	 0.939669 	 0.317976 	 -0.174047
1.250922 	 0.812500 	 0.940236 	 0.318916 	 -0.174668
1.253923 	 0.815000 	 0.940801 	 0.319857 	 -0.175287
1.262922 	 0.817500 	 0.941365 	 0.320797 	 -0.175905
1.265922 	 0.820000 	 0.941646 	 0.321268 	 -0.177464
1.268925 	 0.822500 	 0.942207 	 0.322210 	 -0.178080
1.271921 	 0.825000 	 0.942487 	 0.322681 	 -0.179638
1.275956 	 0.827500 	 0.943325 	 0.324095 	 -0.179310
1.278918 	 0.830000 	 0.944159 	 0.325511 	 -0.178979
1.281918 	 0.832500 	 0.944712 	 0.326455 	 -0.179590
1.285919 	 0.835000 	 0.945264 	 0.327400 	 -0.180200
1.288919 	 0.837500 	 0.945815 	 0.328345 	 -0.180810
1.291921 	 0.840000 	 0.946363 	 0.329291 	 -0.181418
1.295921 	 0.842500 	 0.946910 	 0.330238 	 -0.182025
1.299919 	 0.845000 	 0.947455 	 0.331185 	 -0.182631
1.303921 	 0.847500 	 0.947998 	 0.332132 	 -0.183235
1.306920 	 0.850000 	 0.948809 	 0.333555 	 -0.182891
1.309920 	 0.852500 	 0.949079 	 0.334029 	 -0.184442
1.312920 	 0.855000 	 0.949884 	 0.335453 	 -0.184094
1.315945 	 0.857500 	 0.950152 	 0.335928 	 -0.185644
1.318917 	 0.860000 	 0.950686 	 0.336878 	 -0.186243
1.321921 	 0.862500 	 0.951218 	 0.337829 	 -0.186842
1.324917 	 0.865000 	 0.951483 	 0.338305 	 -0.188391
1.328919 	 0.867500 	 0.952012 	 0.339256 	 -0.188987
1.331916 	 0.870000 	 0.952539 	 0.340209 	 -0.189583
1.335916 	 0.872500 	 0.953326 	 0.341638 	 -0.189225
1.339941 	 0.875000 	 0.954109 	 0.343068 	 -0.188864
1.343916 	 0.877500 	 0.954887 	 0.344500 	 -0.188501
1.346914 	 0.880000 	 0.955145 	 0.344977 	 -0.190046
1.350921 	 0.882500 	 0.955660 	 0.345932 	 -0.190635
1.353915 	 0.885000 	 0.956429 	 0.347366 	 -0.190268
1.356960 	 0.887500 	 0.956938 	 0.348323 	 -0.190854
1.359913 	 0.890000 	 0.957446 	 0.349280 	 -0.191440
1.363913 	 0.892500 	 0.957951 	 0.350237 	 -0.192025
1.367914 	 0.895000 	 0.958706 	 0.351675 	 -0.191651
1.371953 	 0.897500 	 0.959206 	 0.352634 	 -0.192233
1.374914 	 0.900000 	 0.959455 	 0.353113 	 -0.193774
1.378950 	 0.902500 	 2.000000 	 0.353593 	 -0.195314
1.381915 	 0.905000 	 0.960446 	 0.355033 	 -0.194934
1.384913 	 0.907500 	 0.960938 	 0.355993 	 -0.195513
1.387914 	 0.910000 	 0.961184 	 0.356474 	 -0.197052
1.399911 	 0.912500 	 0.961672 	 0.357435 	 -0.197630
1.402927 	 0.915000 	 0.962643 	 0.359359 	 -0.196282
1.405950 	 0.917500 	 0.963125 	 0.360322 	 -0.196856
1.408947 	 0.920000 	 0.963604 	 0.361285 	 -0.197429
1.411923 	 0.922500 	 0.964082 	 0.362249 	 -0.198002
1.415910 	 0.925000 	 0.964319 	 0.362731 	 -0.199538
1.419950 	 0.927500 	 0.965264 	 0.364660 	 -0.199144
1.422948 	 0.930000 	 0.965733 	 0.365626 	 -0.198749
1.425912 	 0.932500 	 0.965966 	 0.366109 	 -0.200283
1.428910 	 0.935000 	 0.966199 	 0.366592 	 -0.201817
1.435909 	 0.937500 	 0.966663 	 0.367558 	 -0.202384
1.438913 	 0.940000 	 0.966894 	 0.368041 	 -0.203918
1.441908 	 0.942500 	 0.967354 	 0.369008 	 -0.204483
1.444909 	 0.945000 	 0.967583 	 0.369492 	 -0.206016
1.447909 	 0.947500 	 0.968266 	 0.370944 	 -0.205613
1.450909 	 0.950000 	 0.968718 	 0.371912 	 -0.206176
1.453910 	 0.952500 	 0.969168 	 0.372881 	 -0.206738
1.456908 	 0.955000 	 0.969392 	 0.373365 	 -0.208269
1.459908 	 0.957500 	 0.969838 	 0.374335 	 -0.208830
1.462908 	 0.960000 	 0.970502 	 0.375790 	 -0.208420
1.465907 	 0.962500 	 0.970942 	 0.376761 	 -0.208979
1.468911 	 0.965000 	 0.971160 	 0.377246 	 -0.210508
1.471909 	 0.967500 	 0.971812 	 0.378703 	 -0.210094
1.475909 	 0.970000 	 0.972458 	 0.380161 	 -0.209678
1.478908 	 0.972500 	 0.972672 	 0.380647 	 -0.211205
1.481907 	 0.975000 	 0.973098 	 0.381620 	 -0.211760
1.484905 	 0.977500 	 0.973521 	 0.382593 	 -0.212313
1.487906 	 0.980000 	 2.000000 	 0.384054 	 -0.212866
1.491907 	 0.982500 	 0.974567 	 0.385028 	 -0.212443
1.494906 	 0.985000 	 0.974981 	 0.386003 	 -0.212994
1.498906 	 0.987500 	 0.975595 	 0.387466 	 -0.212569
1.501905 	 0.990000 	 0.975799 	 0.387954 	 -0.214093
1.504905 	 0.992500 	 0.976204 	 0.388929 	 -0.214641
1.507906 	 0.995000 	 0.976806 	 0.390394 	 -0.214212
1.510907 	 0.997500 	 0.977203 	 0.391371 	 -0.214758
1.513905 	 1.000000 	 0.977794 	 0.392837 	 -0.214326
1.517905 	 1.002500 	 0.977990 	 0.393326 	 -0.215848
1.520906 	 1.005000 	 0.978379 	 0.394304 	 -0.216392
1.523906 	 1.007500 	 0.978956 	 0.395772 	 -0.215956
1.526932 	 1.010000 	 0.979147 	 0.396261 	 -0.217477
1.529937 	 1.012500 	 0.979527 	 0.397241 	 -0.218019
1.533903 	 1.015000 	 0.979904 	 0.398220 	 -0.218560
1.536902 	 1.017500 	 0.980278 	 0.399200 	 -0.219100
1.539902 	 1.020000 	 0.980649 	 0.400181 	 -0.219639
